,state,district,year,total_pop,under_5,X5_to_9,X10_to_14,X15_to_19,X20_to_24,X25_to_34,X35_to_44,X45_to_54,X55_to_59,X60_to_64,X65_to_74,X75_to_84,X85_over,median_age,white_pct,black_pct,amer_ind,asian_pct,pac_isl_pct,hispanic_pct
1191,OR,2,2014,784114,5.8,6.2,6.4,5.9,6,11.9,12,12.2,7,7.6,11.1,5.5,2.5,41.7,89.3,0.5,1.8,1,0.1,13.6
1192,OR,3,2014,806382,5.8,5.6,5.4,5.4,6.5,17.6,15.4,13,6.6,6,7.6,3.3,1.7,37.2,78.2,4.9,0.9,6.3,0.6,11.1
1193,OR,4,2014,775615,4.8,5.3,5.6,6.7,8.5,11.8,10.9,12.3,7.2,7.8,11.4,5.2,2.6,42,89.8,0.8,1.3,2.3,0.2,7.2
1194,OR,5,2014,798185,6,6.9,6.5,6.7,6.6,12.2,12.5,12.9,6.5,7,9.5,4.6,2.1,39.3,84.8,1.1,1,2.9,0.6,16.2
1195,PA,1,2014,716072,7.3,6,6.3,6,7,19,13,12.7,6,5.3,6.5,3.4,1.6,34.1,49,36.4,0.4,6.6,0.1,16.4
1196,PA,2,2014,716892,6.7,5.7,5.5,7.7,10.1,17.1,10.9,11.2,6.4,5.4,7.4,3.8,2,32.9,31.8,58,0.4,5,0,6.2
1197,PA,3,2014,702323,5.3,5.5,6.2,6.8,6.5,11.3,11.5,14.6,7.8,6.8,9.5,5.6,2.7,42.6,91.6,4.7,0.1,1,0.1,2.1
1198,PA,4,2014,719504,5.6,6,6.5,6.3,6.6,12.3,12.5,14.6,7.4,6.3,8.9,5.2,1.9,40.9,85.2,7.8,0,2.1,0.1,6.9
1199,PA,5,2014,700531,4.9,5,5.5,7.7,9,11.7,11.1,13.6,7.4,6.7,9.6,5.2,2.5,40.9,93.6,2.5,0.3,1.6,0,2
1200,PA,6,2014,716612,5.9,6.3,6.5,6.8,6.2,11.6,12.7,15,7.6,6,8.3,5,2.3,40.8,86.9,4.7,0,4.1,0,6
1201,PA,7,2014,714577,5.7,5.9,6.7,6.8,6,11.3,11.4,15.3,7.5,6.4,8.8,5.2,2.7,41.8,87.5,5.7,0.1,4.6,0,3.3
1202,PA,8,2014,713387,4.8,6.1,6.3,6.5,5.7,11,12.1,15.9,8.3,6.6,9.2,5,2.4,43.2,88.2,3.9,0.1,5.2,0,5
1203,PA,9,2014,694973,5.2,5.6,5.9,6.5,6.8,10.8,11.7,13.9,7.6,7,10.3,5.8,3,43,94.6,2.9,0.2,0.5,0.1,2.1
1204,PA,10,2014,696416,4.7,5.8,6.1,6.7,6.4,11,11.2,14.8,7.6,7.1,10.3,5.6,2.5,43.6,92.7,3.7,0.2,0.9,0,4
1205,PA,11,2014,700342,5.2,5.4,6,6.5,6.3,11.8,12.2,14.2,7.7,6.9,10,5.3,2.6,42.4,89.6,5.4,0.1,1.5,0.1,5.6
1206,PA,12,2014,704560,5.2,5.9,5.8,5.3,4.9,11.2,11.6,14.2,8.3,7.4,10.6,6.3,3.1,45,92.7,3.3,0.1,1.6,0,1.2
1207,PA,13,2014,725185,6.1,5.8,6.7,5.7,6.2,14.7,12.8,14,6.7,6.1,8,4.8,2.4,38.6,65.4,17.5,0.3,9.5,0,11.5
1208,PA,14,2014,701362,5,4.5,4.9,6.4,8.4,16.6,10.9,12.5,7.8,6.6,8,5.2,3,38.7,71.4,21.5,0.2,3.3,0,2.3
1209,PA,15,2014,722560,5.5,6,6.3,6.8,7,12.1,12.1,14,7.1,6.8,8.9,4.9,2.6,40.7,83.5,4.8,0.3,2.3,0,15.3
1210,PA,16,2014,722837,6.7,6.7,7,6.9,6.8,12.9,12,13.6,6.6,5.7,8,4.8,2.3,37.6,80.6,7.1,0.6,2.1,0,17.7
1211,PA,17,2014,707062,5.2,5.9,5.8,6.6,6.5,11.6,12.1,14.6,7.1,6.5,9.8,5.3,3,42.5,88.8,6,0.2,2,0.1,8.1
1212,PA,18,2014,712014,5,4.9,5.9,5.9,5.5,12,11.9,14.9,7.9,7.1,10.3,5.6,3,44.2,93.8,2.5,0.1,2,0,1.4
1213,RI,1,2014,532145,5.7,5.8,5.9,7,7.6,13.7,12.3,14,6.8,6.1,7.9,4.7,2.6,38.2,78.2,8.6,0.6,3,0.1,17.3
1214,RI,2,2014,523028,4.6,5.1,5.6,7.1,8,12.4,11.6,15,7.4,6.5,9.2,4.5,2.9,41.5,84.5,4.7,0.4,3.8,0,10.7
1215,SC,1,2014,728626,6,6.5,5.9,6,6,14.6,13,13.3,6.2,6.2,10.3,4.3,1.7,38.7,75.5,18.4,0.2,2,0,6.5
1216,SC,2,2014,686952,6.1,6.4,6.7,6.7,7.1,12.9,13,13.8,7.2,6,8.6,4,1.5,38.1,70.7,23.2,0.3,1.9,0.1,5.4
1217,SC,3,2014,666489,5.6,6.6,5.9,7,7.2,11.5,12.1,13.3,6.7,6.7,10.5,4.9,1.9,40.3,77,18.4,0.2,0.7,0,4.3
1218,SC,4,2014,703720,6.3,6.7,6.6,6.5,7.3,13.1,12.7,13.6,6.9,5.6,8.6,4.3,1.7,37.8,74.8,19.5,0.2,2.2,0,8.3
1219,SC,5,2014,684083,5.9,6.4,6.8,6.6,6.7,11.3,13.5,14.1,6.8,6.3,9.6,4.3,1.5,39.9,67.9,26.9,0.3,1,0,3.8
1220,SC,6,2014,673637,5.9,6.7,6,7.3,9.9,14.4,11.1,12.3,6.3,6.2,8.7,3.8,1.7,35,38.3,56.7,0.2,1.2,0.2,4.8
1221,SC,7,2014,688975,5.6,5.9,6.3,6.3,6.2,11.7,11.8,13.3,6.6,7.8,11.6,4.9,1.8,41.9,66.2,29.3,0.6,0.9,0,3.9
1222,SD,0,2014,853175,7.1,6.8,6.9,6.9,7.2,13.1,11.4,12.5,6.9,6.1,8.1,4.6,2.4,36.6,84.9,1.7,8.4,1.3,0.1,3.4
1223,TN,1,2014,713317,5,5.5,6.1,6.4,5.9,11.4,12.5,14.2,7.1,7.1,11.3,5.7,1.8,43.1,93.9,2.2,0.2,0.6,0,3.5
1224,TN,2,2014,726315,5.5,6.1,5.8,6.5,7.9,12.4,12.6,13.5,6.7,6.3,9.9,4.8,2,39.9,89.2,6.6,0.4,1.6,0,3.8
1225,TN,3,2014,716365,5.5,6.1,6,6.1,6.3,12.1,12.7,14.1,7.1,7.1,9.9,5.2,1.9,41.4,85.1,11.2,0.2,1.2,0.1,3.5
1226,TN,4,2014,747195,5.9,7.1,6.5,7.2,7.5,12.6,13.5,13.4,6.6,5.4,8.7,4.2,1.4,37.2,85,8.1,0.3,1.5,0,5.8
1227,TN,5,2014,751222,6.9,6,5.9,5.8,7.4,18.3,13.7,12.8,6.3,5.4,6.7,3.3,1.4,34.8,66,24.9,0.3,2.9,0.1,9.1
1228,TN,6,2014,733467,5.8,6.5,6.4,6.5,6.1,11.6,12.7,14.1,7.1,6.1,10.5,5.2,1.5,40.9,91.1,4.4,0.3,1,0.1,3.7
1229,TN,7,2014,743173,6.5,7,7.3,6.8,6.7,12.2,13.4,14,6.4,5.8,8.5,4.1,1.4,37.9,84.6,10.5,0.2,1.8,0,4.9
1230,TN,8,2014,710910,5.8,6.7,7.4,6.9,6.2,10.9,12.8,14,7.3,6.1,9.4,4.5,2,39.7,76,19.4,0.2,1.8,0.1,3.3
1231,TN,9,2014,707388,7.8,6.6,6.6,7,8.6,15.8,12.4,12.7,6.4,5.5,6.3,3,1.4,33.6,26.8,65.7,0.2,1.8,0.1,6.6
1232,TX,1,2014,712779,6.8,7.2,6.5,7.6,7.6,12.2,11.7,12.2,6.2,6.1,9,4.9,2.1,36.6,76.8,18.6,0.4,1.1,0.1,16.8
1233,TX,2,2014,737492,7.2,6.7,6.1,6.2,6.5,17.3,13.6,14.2,6.5,5.7,6.4,2.6,1,35,70.6,9.6,0.4,6.8,0.2,30.7
1234,TX,3,2014,792608,6.3,7.6,8.4,7,5.6,13.2,16.5,15.2,5.6,5,6.3,2.4,0.9,36.2,71,9.1,0.4,13.7,0.1,14.7
1235,TX,4,2014,719372,6.1,7.1,7,7.5,5.7,11.4,12.7,13.7,6.8,6,9.3,5,1.8,39.3,80.9,10.3,0.6,0.8,0.1,13.6
1236,TX,5,2014,734553,7.3,7.7,7.4,7,6.1,13.7,13.3,13.1,6.2,5.4,7.6,4.1,1.2,35.6,74.7,15.7,0.4,2.5,0,27.6
1237,TX,6,2014,737480,6.4,7.4,8.2,7.8,7.5,13,14,13.8,6.6,5,6.4,3,1,34.7,68.3,19.6,0.9,4.2,0.1,22.6
1238,TX,7,2014,770950,6.9,7.1,7.7,6.1,6.9,16,15.5,12.4,6.7,4.9,5.5,2.8,1.4,34.5,69,13.3,0.1,10.7,0,31.4
1239,TX,8,2014,767431,6.1,7.1,7.9,7.2,7,12.3,13.9,13.9,6.3,5.8,7.7,3.6,1.3,36.6,83.2,8,0.2,2.9,0.1,20.9
1240,TX,9,2014,772152,8.1,7.3,7.2,6.4,8.7,17.1,13.7,12.2,6,4.5,5.7,2.2,0.9,32.2,34.8,38.5,0.2,12.4,0.1,37.7
1241,TX,10,2014,771009,7.4,7.5,7.2,7,5.4,13.9,14.6,13.9,5.9,5.5,7.2,2.9,1.5,36,77.1,9.8,0.4,5.1,0,27.8
1242,TX,11,2014,741069,7,7,6.7,6.5,7.7,14.1,11.5,11.9,6.3,6,8.4,5,1.9,35.8,86.5,3.8,0.4,1.1,0,37.5
1243,TX,12,2014,750952,7.3,7.3,6.6,6.5,7,15.2,13,13.3,6.3,5,7.3,3.7,1.4,35.1,79.3,9,0.5,3.5,0.1,22.6
1244,TX,13,2014,707803,6.8,7.4,6.7,6.6,7.5,13.6,12.1,12.7,6.6,5.7,7.9,4.5,1.8,36,85.1,5.4,0.9,1.9,0.1,26.4
1245,TX,14,2014,724881,6.5,6.9,6.9,6.7,6.9,13.6,12.8,13.9,7,5.9,7.7,3.9,1.5,36.9,72.3,20,0.2,3.1,0,23.8
1246,TX,15,2014,764850,8.9,8.9,8.9,8.4,7.7,13.6,13.4,11.2,4.7,3.7,6.2,3.2,1.2,30.3,88.6,1.9,0.3,1,0,81.4
1247,TX,16,2014,735246,8.2,6.9,8.1,7.7,8.7,14.5,12.8,11.7,5.7,4.4,6.1,4,1.3,32.1,82.5,4.3,0.5,1.2,0.1,79.2
1248,TX,17,2014,740151,6.5,6.7,6.2,8.4,11.6,14.6,12.6,11.7,5.5,4.8,6.5,3.5,1.2,32.3,74.5,13.3,0.3,4.5,0,24.6
1249,TX,18,2014,750812,7.6,7.9,7.4,7.6,7.5,17.5,14.3,11.9,5.3,4.3,5.3,2.5,1,31.8,44.8,39.3,0.4,3.3,0,41.2
1250,TX,19,2014,719594,6.9,6.9,7.3,7.9,9.8,14.4,11.1,11.7,5.8,5,7.2,4.3,1.7,32.9,80.7,6.2,0.8,1.4,0,35.6
1251,TX,20,2014,762801,7.6,7.2,7.3,7.5,8.8,17,13,11.7,5.1,4.6,5.8,3.1,1.3,31.5,80.4,5.5,0.6,3.4,0.1,68.8
1252,TX,21,2014,766190,5.3,5.8,5.5,6.8,7.7,15.3,12.8,12.9,6.5,6.3,8.9,4.6,1.7,37.8,88,3.2,0.5,3.2,0,30.1
1253,TX,22,2014,814594,7.1,8.4,8,7.2,5.7,12.8,15.9,14.2,6.4,4.6,6.1,2.7,0.9,35.5,62.5,13.6,0.4,17.8,0.1,24.5
1254,TX,23,2014,743201,7.8,8.2,8.1,7.9,7.3,13.1,12.9,12.3,5.5,4.6,7.5,3.6,1.3,32.8,85.4,3.4,0.6,1.2,0,67.7
1255,TX,24,2014,759022,6.9,6.6,7,5.2,5.7,17.6,14.6,15.1,6.1,4.9,6.2,2.9,1,35.6,67.3,11,0.3,12.3,0.4,24.2
1256,TX,25,2014,748022,6.6,7.1,6.9,6.7,7.1,14.5,13.4,12.9,6.3,5.9,7.6,3.5,1.4,35.8,83.1,7.1,0.5,3,0.1,18.3
1257,TX,26,2014,783257,7,7.8,8,7.3,6.4,13.8,15.7,14.8,6.2,3.9,6.1,2.5,0.6,34.8,80.9,6.4,0.4,5.6,0,17.8
1258,TX,27,2014,726394,6.7,7.5,6.8,6.7,6.9,13.9,12.2,12.4,6.4,6.3,8.3,4.3,1.7,36.3,86.8,5.4,0.3,1.6,0,51.5
1259,TX,28,2014,725977,8.9,8.5,8.6,8.3,7.5,13,13,11.7,5.4,4.4,6.2,3.2,1.3,31.5,88.3,4.1,0.2,1,0,76.9
1260,TX,29,2014,749098,9.5,8.6,8.2,7.1,8.3,16,14.2,11.4,5.4,3.6,4.8,2.3,0.7,30.4,73.4,11.4,0.9,1.2,0.1,77
1261,TX,30,2014,744247,7.6,8,8.2,7.4,7.1,14.6,14.1,13,5.7,5,5.5,2.7,1,33,48,43.1,0.2,2,0.1,39
1262,TX,31,2014,776518,7.1,7.7,7.7,6.9,6.8,14.8,15.1,12.9,5,4.9,6.7,3,1.4,34.4,76.2,11.3,0.6,4.7,0.3,23.8
1263,TX,32,2014,747437,6.3,6.7,6.4,6.3,7.5,15,14.4,13.9,6.6,5,6.9,3.4,1.5,36.4,70.1,12.2,0.3,7.6,0,25.8
1264,TX,33,2014,742701,9.1,9.4,8.2,7.7,7.9,16.2,13.8,11.5,4.9,3.8,4.5,2.2,0.9,29.8,67,17.1,0.6,2.4,0.1,63.2
1265,TX,34,2014,717582,8.1,8.3,8.4,8.1,7.7,12.3,12.4,11.5,5.5,4.4,7.2,4.3,1.8,32.5,92.6,1.3,0.3,0.6,0,83.8
1266,TX,35,2014,767436,7.6,7.8,6.7,7.7,8.9,17,14.1,11.7,5.6,4.2,5.1,2.7,1,31.4,77.4,10.3,0.6,1.3,0,60.9
1267,TX,36,2014,731297,6.1,7.2,7.5,7.5,6.2,12.9,12.9,13.4,6.2,6.6,8.4,3.7,1.3,36.7,82.5,9.1,0.4,2,0,24.2
1268,UT,1,2014,727828,8.2,9.1,9.2,7.8,7.8,14.4,12.9,10.8,5.3,4.5,5.8,3,1.1,30.6,90,1,1.1,1.7,0.3,12
1269,UT,2,2014,729552,7.9,8.1,8,7.5,8.2,15.6,12.9,10.3,5.3,4.5,6.9,3.5,1.3,31.6,82.9,1.1,1.1,2.5,1.3,16.1
1270,UT,3,2014,721048,8.5,8.8,8.6,8.4,11.1,13.3,12.3,10,4.9,4.6,5.5,3,1,28.4,90.7,0.8,1.6,2,0.7,9.8
1271,UT,4,2014,764474,9.3,9.4,8.8,7.2,6.6,15.9,14.5,10.7,4.4,4.2,5.3,2.7,1,30.7,85.5,1.6,0.6,2.8,1.2,15.9
1272,VT,0,2014,626562,4.9,5.4,5.3,6.9,7.4,11.6,11.5,14.4,8.3,7.1,10,4.9,2.1,42.8,94.5,1,0.4,1.6,0.1,1.7
1273,VA,1,2014,770044,6.3,6.5,7.3,7.2,7,11.9,13.2,14.8,6.8,5.4,8.2,3.8,1.7,37.9,72.6,16.8,0.4,3.7,0,9.3
1274,VA,2,2014,732346,6.4,6,5.6,6.7,8.4,16.5,12.5,13.3,6.3,5.5,7.4,3.7,1.6,35.2,67.1,21.6,0.3,5.1,0,7.5
1275,VA,3,2014,753380,6.9,6.5,5.6,6.4,10.4,17.2,11.4,12.2,6.2,5.3,6.7,3.5,1.7,32.9,35,57.1,0.5,2.1,0.1,6.1
1276,VA,4,2014,746976,5.8,6.8,7,6.9,6.4,13,13.2,14.8,6.8,6.1,8.3,3.3,1.6,38.3,61.2,31.7,0.2,2.4,0.1,5.4
1277,VA,5,2014,733330,4.8,5.5,6,6.9,6.8,11.3,11.5,14,7.3,7.2,10.7,5.7,2.1,42.8,74.5,20,0.3,1.6,0,3.6
1278,VA,6,2014,746357,5.5,5.2,6,7.9,8.4,12,11.2,13.3,7,6.4,9.6,5.2,2.3,39.8,83.7,11,0.1,1.9,0,4.8
1279,VA,7,2014,769995,5.6,6.3,7,7,5.2,12.7,13.5,14.7,6.9,6.3,8.8,4.3,1.7,40,75.4,14.9,0.2,4.9,0,5.9
1280,VA,8,2014,774065,7.3,6,4.8,4.3,5.8,21,16.1,13.6,6.1,4.7,6.3,2.7,1.4,35.4,64.6,13.6,0.1,12.2,0.1,19.1
1281,VA,9,2014,715465,4.5,5.2,5.4,7.4,8.2,11.4,11.7,13.7,6.9,7,10.7,5.6,2.3,42,91.1,5.7,0.3,1.1,0,2
1282,VA,10,2014,802127,7,8,7.8,6.7,5.2,11.8,15.1,15.9,6.2,5.4,7.1,2.7,1.2,37.6,73.3,6.9,0.2,13.6,0.1,12.6
1283,VA,11,2014,782204,6.8,6.9,6.3,6.5,6.6,15.1,15.4,14.3,6.4,5.3,6.3,2.9,1.2,36.1,60.9,12.9,0.3,17.5,0.1,19
1284,WA,1,2014,713399,6.3,7.1,6.8,6.2,5.5,14.1,14.2,14.3,6.9,6.3,7.7,3,1.4,37.8,81.5,1.1,0.9,9.3,0.3,8.8
1285,WA,2,2014,708323,5.9,5.8,6,6.1,8,13.7,12.8,13.5,7,6.2,9,4,2.1,38.3,78.4,2.8,1.5,8.8,0.6,10.8
1286,WA,3,2014,697884,6,6.8,6.8,6.6,5.9,11.9,13,13.4,7.1,6.4,9.8,4.5,1.7,39.6,86.4,1.4,0.8,3,0.6,9
1287,WA,4,2014,704219,8.1,7.9,8.4,7.2,7.3,12.7,12.2,12,5.7,5.6,7.8,3.6,1.5,33.6,78.1,1.1,2.7,1.5,0.1,38.1
1288,WA,5,2014,690518,5.9,6.3,6.1,7.4,8.4,13.3,11.3,12.6,7.2,6.3,9.1,4.2,2.1,37.4,88.3,1.6,1.8,2.3,0.3,6.2
1289,WA,6,2014,676910,5.2,5.6,5.8,5.7,6.7,12.8,11.3,13.6,8.2,7,11,4.8,2.3,42.1,82.2,3.8,1.8,4.1,0.6,7.7
1290,WA,7,2014,732733,5.4,4.4,4,4.4,7.9,20.3,15.4,13.1,5.9,6.3,7.5,3.3,2,37.2,76.4,4.2,0.6,10.3,0.6,7.6
1291,WA,8,2014,711629,6.9,7.7,7.3,6.6,5.8,12.5,13.4,15,7.4,5.7,7.1,3.3,1.4,37.4,80.3,3.2,0.8,8,0.5,10.3
1292,WA,9,2014,711466,6.2,6,5.3,6.1,6.8,16.8,14.3,13.6,6.4,5.3,7.2,3.9,2,37,52.1,10.4,1,24,1.3,12.1
1293,WA,10,2014,714449,7,6.6,6.3,6.1,8.1,15,12.8,12.6,6.3,5.9,7.9,3.6,1.8,35.8,74,5.9,1.7,6.5,1.5,11
1294,WV,1,2014,616232,5.3,5.5,5.4,6.6,8,12.4,11.9,13.3,7.3,7,10,5.3,2.2,41.3,94.7,2.6,0.2,0.9,0,1.3
1295,WV,2,2014,628276,5.6,6.4,6.1,6.1,5.8,11.5,12.7,14.2,7.6,6.8,10.1,5.2,1.9,42.1,92.2,4.6,0.1,0.6,0,1.7
1296,WV,3,2014,605818,5.8,5.3,6.2,5.7,6.1,11.7,12.3,13.2,7.5,7.4,10.7,5.6,2.2,42.5,93.9,3.9,0.3,0.4,0,0.9
1297,WI,1,2014,712072,5.6,6.5,6.8,6.6,6.1,12,12.6,15.1,7.6,6.3,8.3,4.2,2.2,40.3,88.2,5.7,0.4,1.8,0,9.5
1298,WI,2,2014,740988,5.9,6.3,6,6.4,8.8,14.5,12.8,13.3,6.6,6.2,7.6,3.6,2,36.5,86.3,4.4,0.3,4,0,6.3
1299,WI,3,2014,718518,5.6,5.9,6.3,7.6,9.2,11.7,10.9,13.5,6.9,6.4,8.8,4.9,2.3,38.3,93.9,1,0.6,2.4,0.1,2.4
1300,WI,4,2014,717657,7.7,7.2,6.5,7.2,8.5,16,12.7,12.2,5.7,5.3,5.9,3.1,1.9,32.8,52.9,34.2,0.6,3.7,0,16.3
1301,WI,5,2014,722537,5.6,6.3,6.5,6.5,5.8,12.3,12.2,14.7,7.5,6.5,8.6,5.3,2.4,40.9,92.2,1.9,0.4,2.7,0,5.8
1302,WI,6,2014,712031,5.5,5.7,6.6,6.2,6.4,11.9,11.8,14.8,7.8,6.7,9,5.2,2.5,41.9,93.1,1.6,0.4,2.4,0,4.4
1303,WI,7,2014,711006,5.4,6.1,6.3,6,5.2,10.9,11.4,14.8,8.1,7.2,10.3,5.7,2.5,43.9,93.5,0.6,2,1.7,0,2.1
1304,WI,8,2014,722755,5.8,6.4,6.8,6.5,5.9,12.2,12,15.1,7.3,6.5,8.7,4.6,2.1,40,90,1.3,2.4,2.2,0,4.9
1305,WY,0,2014,584153,6.5,7,6.2,6.4,7.3,14.3,12.2,12.4,7.1,6.9,8.4,4,1.4,36.6,91,1.1,2.6,0.9,0.1,9.8
