,state,district,year,total_pop,under_5,X5_to_9,X10_to_14,X15_to_19,X20_to_24,X25_to_34,X35_to_44,X45_to_54,X55_to_59,X60_to_64,X65_to_74,X75_to_84,X85_over,median_age,white_pct,black_pct,amer_ind,asian_pct,pac_isl_pct,hispanic_pct
157,IN,5,2018,784462,6.3,6.3,6.3,6.3,5.8,13.4,13.6,13.4,6.8,5.9,8.6,4.4,1.8,38.2,83,8.6,0.1,4,0.1,4.8
158,LA,4,2018,747314,6.7,6.5,6.5,6.9,6.9,12.8,12.5,11.6,6.5,6.3,9.7,5,1.7,37.2,60,34.5,0.7,1.1,0.1,4
159,MD,5,2018,757621,5.4,5.7,5.7,7.7,7.3,12.2,12.3,14.8,7.3,6.5,8.5,4.1,1.4,38.7,47.3,38.9,0.4,4.2,0,10
160,MA,1,2018,736481,5.1,5.5,5.5,7,7.4,12.4,11.1,13.4,7.2,7,10.3,5.2,2.5,41,85.1,7,0.2,2.1,0,18.9
161,MI,2,2018,743361,6.1,6.5,6.5,7.1,7.5,13.2,11.9,12.2,6.8,6.3,9.4,4.8,1.9,37.4,84.1,6.7,0.7,2.6,0,9.5
162,MI,14,2018,704494,6.2,5.9,5.9,6.2,6.7,14.4,11.7,12.4,6.4,6.9,9.7,4.8,2.3,38.6,34.7,56.1,0.2,5.3,0.1,4.8
163,MN,6,2018,722715,6.5,6.8,6.8,7.3,6.6,12.1,13.5,13.6,7.4,5.8,8,3.7,1.3,37.5,89.5,3.7,0.4,2.7,0,3.5
164,MO,1,2018,728365,6.3,5.9,5.9,5.2,7.5,17.3,12.4,11.5,6.2,6.9,8.6,4,2,36.3,43.4,49.4,0.2,3.1,0.1,3.4
165,NH,2,2018,669638,4.4,4.8,4.8,6.7,5.8,11.8,11.4,14.3,8.5,7.8,11,5.4,2.2,44.3,92.9,1.5,0.3,2.7,0,4.1
166,NJ,8,2018,764837,7.4,5.6,5.6,5.4,6.4,20.1,15.6,12.8,5.3,5.1,6.1,3.3,1.3,34.7,53.5,9.8,0.7,10,0,55.5
167,NY,1,2018,718726,5.4,5.5,5.5,6.6,6.2,11.9,11.2,14.6,7.5,6.7,10.2,5.6,2.1,42.3,85.8,5.8,0.2,4.5,0,15.9
168,NY,13,2018,795633,6.2,5,5,5.1,7,20.2,14.5,12.5,6,5.2,7.2,4,1.6,35.6,25.6,29.7,1,4.7,0.1,55.1
169,NY,14,2018,706440,6.5,5.4,5.4,5.3,5.7,17.6,16.7,12.7,6,5,7.3,4.4,1.7,36.9,42.3,11,0.5,17.1,0,50.5
170,NY,19,2018,700310,4.7,4.7,4.7,6.6,6.4,11.3,10.9,13.8,8,7.7,12,6.1,2.5,45,87.8,5.1,0.3,1.6,0,8.3
171,NY,24,2018,701664,5.6,5.9,5.9,7.1,6.8,12.9,11.1,13,7.4,7.1,9.9,5.1,2.4,40.2,84.3,9,0.5,2.5,0,4.6
172,NC,13,2018,788131,5.4,5.8,5.8,6.9,6.6,12.9,12,13.9,6.5,6.6,9.8,4.9,1.9,39.2,68.7,21.5,0.7,3.5,0.1,8.1
173,OH,4,2018,707219,5.9,6.1,6.1,6.7,6.6,11.5,12,12.9,7,7.5,10.3,5.2,2,40.8,90.1,5.1,0.5,1.1,0,3.9
174,OH,6,2018,694694,5.4,5.3,5.3,6.1,5.5,11.1,11.5,13.1,7.8,7.8,11.6,6,2.4,43.7,94.8,2.2,0.2,0.6,0,0.9
175,OH,7,2018,734091,5.9,6.7,6.7,6.5,5.9,11.6,11.8,12.7,7,6.8,10.5,5.6,2.3,40.4,92.3,3.9,0.2,0.6,0,2.5
176,OH,10,2018,725301,6,5.7,5.7,6.8,6.8,13.5,11.5,12.1,6.9,6.6,10.1,5.4,2.3,38.9,76.3,16.8,0.3,2.4,0.1,3
177,OR,2,2018,831343,5.6,5.9,5.9,5.9,5.5,12.4,11.8,12.2,6.3,7.5,12.6,5.9,2.4,42.4,90.5,0.7,1.9,1.3,0.2,14.2
178,PA,5,2018,718076,5.9,6.4,6.4,6.8,6.8,13.8,12.4,12.6,7.1,6.1,8.8,4.8,2.5,38.1,64.1,25.4,0.3,6.9,0,4.7
179,TX,4,2018,759648,6,6.1,6.1,6.8,5.7,11.5,13.2,12.6,6.8,6.3,10,5.1,1.6,39.4,80.8,11.1,0.7,1.2,0,15
180,TX,8,2018,871420,6.9,6.7,6.7,6.8,6,12.8,14,13,6.8,5.8,8.6,4.1,1.2,37.5,83.3,8.2,0.3,3.1,0,23.9
181,TX,17,2018,793513,7,5.8,5.8,7.9,10.9,15.3,12.6,11,5.5,4.7,7.6,3.6,1.2,32.3,77.6,12.9,0.4,5.3,0,26.5
182,TX,19,2018,731759,6.9,6.8,6.8,8.2,9.6,13.5,12.5,10.4,5.7,5.4,7.5,4.5,1.7,33.3,82.1,6.2,0.8,1.8,0.1,37.8
183,TX,24,2018,817147,6.7,6,6,6.3,6.2,17.2,15,13.5,6,5.8,6.6,3.4,1.2,36,62.8,13.5,0.4,14.4,0.2,24.9
184,TX,27,2018,739719,6.5,6.6,6.6,7.3,6.1,13.2,12.6,11.4,6.4,6.2,9.5,4.7,1.8,36.8,85.6,5.6,0.3,1.6,0.1,53.6
185,TX,35,2018,818369,7.1,6.1,6.1,6.5,8.6,18.5,14.1,12.2,5.1,5,6.5,2.6,1.1,33.1,73.8,8.7,0.9,1.8,0,61.8
186,VT,0,2018,626299,4.6,5.1,5.1,6.7,6.9,12,11.2,12.9,7.5,7.8,12.1,5.6,2.1,43.1,94.1,1.2,0.3,1.9,0,2
187,VA,3,2018,744804,6.6,6.1,6.1,6.6,8.1,16.4,12.3,11.4,6.7,5.9,7.9,4.1,1.6,34.9,44.3,45.7,0.4,3,0.1,6.4
188,VA,5,2018,739410,5,5.5,5.5,6.8,6.6,11.4,11.4,12.8,7.3,7.1,11.8,6.2,2.3,42.8,74.9,19,0.2,2,0,3.4
189,VA,10,2018,862308,6.5,7.1,7.1,7.1,5.3,10.8,15.2,15.2,6.6,5.6,7.6,3.7,1.3,38.4,68.7,6.7,0.2,16,0.1,13.6
190,WA,1,2018,768363,6.3,7.2,7.2,5.8,4.3,14.6,14.9,13.7,6.9,6.4,8.5,3.4,1.3,38.2,77.3,1.4,1.2,12.1,0.2,8.9
191,WV,3,2018,575576,5.1,5.2,5.2,6.2,6,10.6,12.4,12.8,6.9,7.7,12.6,6.1,2.3,44,93.6,4.1,0.1,0.4,0,0.8
192,WI,4,2018,710573,7,6.8,6.8,7.1,7.6,16.6,12.7,11.2,5.5,5.9,7.4,3.1,1.7,32.9,49.4,33,0.5,4.4,0,17.9
193,AZ,1,2018,770392,5.8,6.2,6.2,7.4,7,12,11.7,11.1,6,6,11.3,6.5,1.5,38.4,65.5,2.5,23.5,1.5,0.2,23
194,AR,4,2018,704844,6,6.3,6.3,7.2,6.2,11.3,11.2,12.1,6.8,7.2,11.3,6,2.1,41,74.3,19,0.6,0.9,0.1,6.3
195,CA,30,2018,766513,5.7,5.1,5.1,5.6,6.8,15.1,14.2,13.8,7.2,5.8,8.8,4.4,2.3,39.2,62,5.1,0.5,13.7,0.1,28.6
196,CA,36,2018,752138,5.6,5.1,5.1,5.6,5.4,12.3,11.5,12.9,6.7,6.8,12.8,7.2,2.8,44.3,66.5,4.6,1,4.2,0.2,46.9
197,CA,47,2018,710853,5.7,5.9,5.9,5.7,7.1,16,13.7,14.3,6.6,6.4,7.4,3.8,1.7,37.5,51.2,7.6,0.7,23.1,0.8,34.1
198,CO,6,2018,835273,6.2,7,7,6.7,5.9,14.4,14.8,13.8,6.3,5.7,7.7,3.1,1.3,37,73.6,9.7,0.9,6.2,0.2,21.2
199,CO,7,2018,801315,6,6.2,6.2,6.1,6.3,16.3,14.4,12.1,6.3,5.7,8.4,3.8,1.8,36.4,87,1.7,0.8,3,0.1,29.5
200,CT,5,2018,706597,5.2,5.6,5.6,6.2,6.9,11.2,12,13.9,7.5,7.3,9.6,5.3,2.4,41.9,78.3,7.9,0.4,3.7,0,20.1
201,FL,15,2018,808723,6,6.1,6.1,6.1,6.7,14.4,11.9,13,6.8,6.1,9.8,5.1,1.6,38.3,74,15.8,0.4,3.1,0,22.9
202,FL,19,2018,836359,4.3,4.4,4.4,4.7,4.7,9.9,9.9,11.4,7,7.2,16.6,10.5,4.6,51.5,85.1,8.1,0.1,1.9,0.1,20.7
203,FL,21,2018,785042,4.7,4.7,4.7,5.4,5.4,12.1,11.1,12.7,6.4,6.3,12.2,8.8,4.8,45.9,76.6,15.4,0.3,2.9,0.1,25.2
204,FL,22,2018,753363,5.1,4.5,4.5,4.7,4.7,11.8,12.8,14.1,7.6,7.5,11.5,7.3,3.1,45.7,76.4,14.8,0.2,3,0.1,22
205,FL,25,2018,775326,5.3,4.8,4.8,5.5,5.8,13.6,12.4,15.1,6.6,6.2,9.8,6.3,3,42.6,89.9,4.7,0.1,1.1,0,75.5
206,GA,7,2018,803976,6.5,6.9,6.9,7.6,6.3,12.4,14.9,14.9,6.4,5.2,6.6,3,1,36.4,54,20.2,0.8,14.3,0,19.7
207,IL,11,2018,722584,6.1,6.5,6.5,7.2,6.8,12.7,14.2,14.5,6.2,5.5,7.6,3.3,1.5,36.8,68.7,10.6,0.5,8,0.1,29.1
208,IN,1,2018,714756,5.8,6,6,6.6,6.4,12.3,12.5,13.1,7,6.8,9.7,4.8,2,39.4,68.8,18.2,0.3,1.4,0.1,15.9
209,IN,3,2018,747060,6.8,7.2,7.2,6.6,6.4,12.9,12.1,12.1,6.7,6.4,9.1,4.5,1.8,37.1,86.5,6.2,0.3,2.4,0.1,6.2
210,IA,1,2018,773628,6.2,6,6,7.1,6.7,12.2,11.7,11.7,7,6.6,9.9,5.5,2.5,38.8,90.7,4.3,0.6,1.9,0.2,4.2
211,KS,1,2018,698323,6.5,6.3,6.3,7.5,8.8,12.8,11.2,10.7,6.4,6.2,9,5.1,2.5,36,89.1,3.3,0.6,1.6,0.1,16.3
212,KS,3,2018,775243,6.7,6.9,6.9,6.4,5.9,13.7,13.9,12.7,6.5,6,8.5,3.9,1.7,37.1,79.9,8,0.3,4.9,0.2,12.4
213,MA,2,2018,745347,4.5,5.2,5.2,7.7,8.4,12.6,11.7,13.6,7.4,6.8,9.9,4.4,2,39.9,82.3,5.3,0.2,6.1,0.1,10.3
214,MA,6,2018,780524,5.2,5.4,5.4,6.3,5.9,12.1,11.3,14.2,7.8,7,10.7,5.1,2.9,43,84.5,4.4,0.1,4.7,0,10.7
215,MA,7,2018,820086,5.3,4.4,4.4,7.2,11.2,23.7,12.9,10.7,4.9,4.6,6.2,3.4,1.3,31.7,50.5,24.3,0.5,10.8,0.1,22.8
216,MI,11,2018,733920,5.4,5.2,5.2,6.5,5.6,12.3,12.7,14.3,7.4,7.3,10.1,4.7,2,41.7,79.9,5.1,0.2,11,0,3.3
217,MS,3,2018,746155,6,6.3,6.3,6.8,6.9,13,13.3,11.3,6.3,6.2,9.7,4.9,1.8,37.5,59.6,36.5,1,1.2,0.1,2
218,MT,0,2018,1062305,5.8,5.8,5.8,6.3,6.4,12.6,12.1,11.4,6.8,7.5,11.4,5.5,2,40.1,88.6,0.5,6.4,0.8,0.1,3.9
219,NE,3,2018,602579,6.5,6.3,6.3,7,5.8,11.4,11.7,10.8,6.6,7.2,10.6,6.3,2.9,39.9,90.9,1.3,1.1,0.7,0.1,12
220,NJ,1,2018,731297,5.9,6.1,6.1,6.2,6.4,13.5,12.8,13.4,7,6.6,9.1,4.6,1.8,39,66.6,17.8,0.1,5.5,0,14.5
221,NY,4,2018,729582,6.2,5.6,5.6,6.5,6.2,12.3,12.7,13.7,6.8,6.5,9.6,5,2.6,40.4,64.2,15.2,0.8,7.3,0.1,22.2
222,NY,8,2018,791211,6.4,5.4,5.4,5.3,6.6,17.7,13.6,12,5.8,5.7,8.3,4.6,2.1,36.4,31.1,51.2,0.2,6.2,0,17.9
223,NY,11,2018,732886,6.2,6,6,6,5.7,13.5,12.6,13.5,7,6.6,9.7,5.1,2.1,40.2,68.1,8,0.1,14.7,0,18.4
224,NY,17,2018,741445,7,6.3,6.3,6.8,6.9,11.3,12.2,13.4,6.3,6.4,9.3,4.8,2.6,38.9,69.7,10.4,0.1,6.4,0,21.5
225,NY,20,2018,722529,5.2,4.9,4.9,7.5,8.5,13.1,11.8,12.8,6.6,6.7,9.7,4.9,2.5,38.9,78.6,9.7,0.3,5.2,0.1,6.9
226,NC,1,2018,761087,5.7,5.6,5.6,7.6,7.2,14,12.2,12.1,6.4,6.5,10,4.9,1.6,37.8,47.7,43.4,0.8,2.1,0,9.2
227,NC,8,2018,797935,6.6,6.4,6.4,7.1,6.8,14.1,12.9,12.5,6.4,5.6,8.9,4.5,1.6,36.8,65.9,22.6,1,2.7,0.4,11.1
228,ND,0,2018,760077,6.9,6.7,6.7,6.1,8.2,15.4,12,10.7,6.5,6,8.4,4.5,2.4,35.4,85.7,3.4,5.4,1.8,0,3.6
229,OH,9,2018,716235,5.9,5.7,5.7,6.4,7.1,15.1,11.4,12.7,6.9,6.8,9.2,4.6,1.9,37.9,74.5,15.7,0.4,1.5,0.1,11.7
230,OH,16,2018,719864,5.5,5.5,5.5,6.1,5.1,12,11.4,13,7.6,7.1,11.2,6.4,2.6,43.1,92,3,0.1,2.2,0,2.4
231,OK,5,2018,822465,7.3,7,7,6.4,6.6,15.4,12.7,11.4,6.3,5.7,8.1,3.9,1.8,35,68.5,13.4,4.5,3.2,0.1,17.1
232,OR,1,2018,858910,5.7,6.4,6.4,6.2,6.1,14.7,14.5,13,6.2,6.2,9,4.1,1.7,38.1,79.5,2.2,0.6,8.1,0.6,14.9
233,OR,4,2018,814998,4.9,4.9,4.9,6.3,8.2,12.3,11.6,11.1,6.7,7.1,12.7,6.5,2.1,41.2,87,0.7,1.3,2.6,0.2,8.2
234,PA,7,2018,731168,5.1,5.7,5.7,6.7,6.9,12.7,11.7,13.2,7.3,6.6,10,5.2,2.7,40.3,81,7.2,0.3,3.3,0.1,19.5
235,PA,15,2018,680927,5,4.8,4.8,5.9,6.7,11.7,10.8,13.2,7.9,7.7,11.5,6.4,2.8,44.5,95.4,1.7,0.1,0.8,0,1.5
236,PA,16,2018,686525,5.1,5.2,5.2,6.8,6.4,11.8,11.1,12.9,7.3,7.6,11.1,5.8,2.7,42.6,90.8,4.8,0.2,1.2,0,2.7
237,RI,1,2018,532590,5.3,5.2,5.2,7.2,6.9,14,12,13.2,6.7,6.7,9.5,5.4,2.5,39.5,76.4,8.6,0.3,3.1,0.1,18.9
238,RI,2,2018,524725,5,5.5,5.5,6.9,7.4,13.6,11.3,13.2,7.1,7.6,10,4.6,2.6,40.3,84.9,4.7,0.5,3.7,0,12.9
239,SC,1,2018,809610,5.8,6.2,6.2,5.9,5.6,14,13.2,12.1,7.2,6.1,11.2,5.2,1.8,40,73.6,19,0.3,1.9,0.2,6.7
240,SC,7,2018,732245,5,5.3,5.3,6.3,5.4,11.4,11.2,12.1,7.1,7.8,14.2,6.1,1.6,43.8,67.5,27.8,0.9,1.1,0,4.4
241,TN,3,2018,736889,5.4,5.7,5.7,6.3,6.1,12.4,12.1,13.2,7.1,7.2,11,5.7,2,41.8,84.9,10.6,0.2,1.3,0.1,4.3
242,TN,5,2018,777696,6.6,5.8,5.8,5.8,6.8,19.4,13.7,11.9,6.5,5.3,7.5,3.5,1.4,35,66.2,24.6,0.2,3.3,0.1,9.7
243,TN,9,2018,712723,7.3,6.6,6.6,6.3,7.6,16.2,12.2,12.2,5.5,6.5,7.6,3.4,1.4,33.9,26.4,67.3,0.2,1.7,0,7
244,TX,6,2018,804816,6.3,7.2,7.2,7.4,6.7,14,14.2,13.1,6.3,5.2,7.2,3.2,1.2,35.4,64.2,21.5,0.6,5,0.1,22.9
245,TX,9,2018,786925,7,6.5,6.5,7,8.5,16.3,14.6,12.3,5.5,4.9,6.3,2.8,1.1,33.1,33.8,37.9,0.3,11.9,0,39.1
246,TX,13,2018,711672,6.5,6.7,6.7,7.4,6.7,13.1,12.4,11.7,6.7,6,8.6,4.8,1.8,36.3,85.2,5.8,0.8,2.3,0.1,27.7
247,TX,21,2018,818281,5.4,5,5,6.2,7.6,16.1,13.1,11.8,6.7,6.5,9.6,4.5,1.9,37.9,84.9,4,0.4,3.5,0.1,28.8
248,TX,22,2018,935386,6.8,7.8,7.8,7,5.4,12.6,15.4,14.1,6,5.4,7.2,3,1,36.3,59.7,14.6,0.2,19.4,0,27.2
249,TX,28,2018,768719,8.8,8.1,8.1,8.3,7.2,12.8,12.3,12.1,5.4,4.4,6.8,3.5,1.4,31.7,88.7,4.2,0.1,0.8,0,78.4
250,TX,29,2018,765435,8.3,8.5,8.5,7.7,7.8,15.1,13.8,12.3,5.2,4.5,5.6,2.3,0.6,31,73,9.2,0.6,1.8,0.1,80
251,TX,30,2018,804679,7.8,7.8,7.8,7.3,6.8,15.4,12.7,12.4,5.5,5.3,7.1,2.5,1.2,32.7,50.3,41.8,0.3,1.9,0.1,39.6
252,UT,4,2018,830801,8.8,8.7,8.7,7.1,5.9,16.3,15.6,10.3,4.5,4.2,5.9,2.7,0.9,31.3,80.4,1.6,0.8,3.8,1.2,17.2
253,WA,3,2018,743322,5.9,5.9,5.9,6.3,5.5,12.7,12.8,12.8,6.7,7,10.8,4.9,1.7,40.2,85.9,1.2,1.1,3.2,0.7,9.9
254,WV,1,2018,606136,5.1,4.9,4.9,6.4,7.3,12.3,11.8,12.5,7.1,6.8,11.5,6,2.3,41.8,94,2.7,0.1,1,0,1.3
255,WI,5,2018,731341,5.6,5.6,5.6,6.3,5.6,12.3,12.7,12.8,7.1,7.6,10,5.6,2.5,41.3,90.2,2.9,0.3,3.4,0,5.8
256,AL,2,2018,678122,6.2,5.8,5.8,6.5,6.9,13.3,12,12.8,6.8,6.3,10,5.2,1.9,38.8,62.9,32.1,0.4,1.1,0,3.7
257,AZ,4,2018,809426,4.7,5.3,5.3,5.3,4.9,10.2,10.4,10.8,7,8.2,16.2,9,2.5,48.5,89.4,1.8,1.4,1.4,0.3,19.8
258,AZ,6,2018,783621,5.5,4.8,4.8,5.8,5.4,13.5,12.4,13.9,6.9,7,10.8,6,2.2,42.7,84.6,3.4,1.6,4.6,0.1,17.9
259,AZ,7,2018,854749,8.3,8.3,8.3,8.7,8.3,16.8,13.4,11.5,4.8,4.2,4.6,1.9,0.6,29.1,71.1,9.7,3.5,2.3,0,64.2
260,AZ,8,2018,794820,5.2,5.7,5.7,6.3,4.8,11.5,12.2,12.3,6.4,6.1,12.5,7.6,2.9,43.2,82.6,4.9,0.9,4.2,0.3,20.3
261,CA,4,2018,754525,4.8,5.8,5.8,5.8,5,11,12.3,12.9,7.4,7.6,12.6,6.1,2.5,44.1,84.4,1.3,0.6,5.7,0.2,14.3
262,CA,26,2018,728927,5.8,6.6,6.6,6.7,6.8,13.6,12.5,12.8,7.1,6,8.7,4.3,2.3,37.9,81,1.9,0.6,6.8,0.2,45.9
263,CA,31,2018,751527,7.2,6.7,6.7,7.5,7.5,15.7,12.9,11.8,6.2,4.9,7.3,3.2,1.2,33.4,62.9,10.1,0.5,7.2,0.5,54.4
264,CA,33,2018,704818,5.1,5,5,6.5,5.6,14.3,13.1,13.3,6.5,6.3,10.3,5.4,3,40.8,71.8,4.1,0.4,14.1,0.1,13.7
265,CA,46,2018,735139,6.9,6.5,6.5,6.9,8.2,17.7,13.5,12.4,5.6,4.7,6,2.7,1.4,32.7,57.1,2.3,0.6,11.9,0.1,67.6
266,CA,48,2018,719486,4.5,4.8,4.8,5.9,5.8,13.6,12.7,15.2,7.4,6.7,9.7,5.4,2.6,42.6,63.9,1.7,0.3,20.4,0.3,20.7
267,CO,5,2018,815466,6.4,6.4,6.4,6.5,7.5,15.4,12.7,12,6.4,6,8.9,3.7,1.6,36,81.1,6,0.8,2.6,0.3,16.6
268,FL,9,2018,902812,5.8,5.7,5.7,6.5,6.5,13.8,13.8,13.3,5.7,6,9.2,5.1,1.8,38.3,74.2,12.4,0.3,3,0,42.8
269,FL,10,2018,839504,6.9,6.7,6.7,5.9,6,17,14.3,13.2,5.7,5.6,7.5,3,1.2,35.3,57.1,28.3,0.5,4.9,0.1,28.4
270,GA,13,2018,757521,6.9,7.1,7.1,7.1,6.2,13.6,14.4,14,6.5,5.5,7.5,2.9,0.9,36.1,29.1,59.6,0.2,2.8,0,12.9
271,IL,4,2018,702062,6.6,6.2,6.2,6.4,7.2,18.1,15.1,12.3,5.5,5.2,6.5,2.8,1,33.9,59.9,4.1,0.5,3.5,0,67.7
272,IL,13,2018,704211,5.4,5.3,5.3,8.3,10.7,12.7,11.9,11.1,6.1,6.6,9,4.6,2.3,36.3,81,11,0.2,4.5,0,3.7
273,IN,6,2018,719771,5.9,6,6,6.6,7.3,12.1,11.4,13.1,7.2,6.5,10.2,5.5,2,39.5,92.9,2.9,0.1,1.7,0,2.8
274,IN,9,2018,755264,5.5,5.9,5.9,7.6,7.8,13.1,12.4,12.4,6.5,6.5,9.5,4.6,1.8,37.6,91.1,2.9,0.2,2.5,0,3.4
275,KY,2,2018,769850,5.9,6.2,6.2,7.3,6.5,12.6,12.3,12.9,6.7,6.6,9.6,4.9,1.6,38.6,89,4.7,0.3,1.7,0.4,3.3
276,KY,4,2018,754387,6.2,6.8,6.8,6.4,5.9,12.9,12.9,13.1,7.2,6.6,9.5,4.4,1.6,39.3,91.9,3.4,0.1,1.1,0,3.4
277,MD,6,2018,758943,6.4,6.3,6.3,6.1,6.2,12.7,13.2,13.8,7,6.3,9,4.9,1.7,39.2,66.5,13.7,0.2,10.7,0.2,14.5
278,MI,4,2018,704592,5.2,5.4,5.4,6.9,7.5,11.6,10.9,12.5,7.1,7.5,11.3,6.1,2.1,41.6,93.6,1.9,0.7,1.1,0,3.3
279,MI,12,2018,709832,5.8,5.5,5.5,7.3,9.9,15.4,11.2,12,6.3,6.2,8.6,4.2,1.8,35.3,77.3,11.4,0.3,6,0,6.2
280,MN,7,2018,663069,6.6,6.7,6.7,6,6.3,11.5,11,11.2,7.3,7.1,10.5,6.2,2.9,40.3,90.5,1.7,2.9,0.9,0,5.1
281,MO,7,2018,783672,6.1,5.8,5.8,6.6,7.4,13,11.7,11.9,6.9,6,10.1,5.4,2.1,38.4,91.3,2.1,1.1,1.2,0.2,5.3
282,NH,1,2018,686820,4.9,5.4,5.4,6.8,6.7,13,11.5,13.7,7.9,7.1,10.6,4.6,2.4,41.7,92,1.9,0.3,2.6,0,3.7
283,NJ,12,2018,756016,5.6,5.7,5.7,6.4,6.3,11.8,14,14.6,7.1,6.3,9,4.2,2.2,40,56.8,17.7,0.2,16.8,0,18.2
284,NY,5,2018,757972,6.1,5.4,5.4,6,6.6,14.9,12,13.8,7.5,6.7,8.4,4.6,1.6,38.8,17.5,50,0.5,14.6,0.1,17.9
285,NY,6,2018,734183,5.7,4.9,4.9,4.4,5,14.7,12.9,14.2,7.6,7.3,10.1,5.3,2.3,42.3,42.6,3.8,0.5,39.9,0,20.9
286,NY,10,2018,711678,6.5,5.1,5.1,4.9,6.5,18.3,13.9,12.7,5.5,5.2,9,4.7,2.4,36.8,69.6,3.2,0.4,18.9,0,12.9
287,NY,12,2018,698928,4.4,3,3,3.4,7,28.1,15,10.5,5.1,5.2,8.3,5,2.4,35.8,72.4,5.2,0.4,14.1,0.1,12.4
288,NY,16,2018,732981,5.8,5.9,5.9,6,5.8,12.8,12.7,13.3,7.1,6.5,8.9,5.7,2.8,40.5,45.6,32.6,0.4,5,0,26.9
289,NC,4,2018,871589,5.5,5.4,5.4,7.5,7.9,16.7,14.5,13.2,6,5.1,7.2,3.3,1.2,35.3,60.2,22.5,0.4,8.9,0,10.3
290,NC,5,2018,762960,5.2,5.4,5.4,7,6.9,12,11.4,13.5,6.6,7.2,10.6,5.4,2.2,41.5,78.8,15,0.6,1.6,0.2,9.6
291,NC,7,2018,809820,5.2,5.3,5.3,6.5,6.5,12.3,11.7,12.3,6.2,7.7,12.3,5.5,2,41.9,75.2,19.1,0.6,0.8,0.1,9.6
292,OH,14,2018,720551,5.3,5.5,5.5,6.3,5.3,10.8,11.5,13.6,7.4,7.8,11.8,5.9,2.5,43.9,90.1,4.9,0.1,2.2,0,3.2
293,OK,1,2018,803029,6.9,6.8,6.8,6.5,6.2,14.2,12.8,11.9,6.3,6.1,8.9,4.4,1.7,36.5,72.1,8.8,6.1,3.1,0,11.7
294,SC,4,2018,736750,6.1,6.1,6.1,6.5,6.5,14.1,12,13.1,6.5,6.4,9.6,4.7,1.7,38.2,72.8,18.4,0.7,2.6,0.2,8.6
295,SC,5,2018,731341,5.8,6.6,6.6,7,5.7,11.8,13,13.7,7,6.1,10.3,5,1.5,40.3,67.7,26.6,0.5,1.3,0,4.5
296,TN,6,2018,784725,5.8,6.5,6.5,6.5,5.7,11.9,12.4,13.5,6.8,6.8,10.5,5.5,1.6,40.8,90.2,4.6,0.2,0.9,0.1,4.5
297,TN,8,2018,699385,5.7,5.9,5.9,7.1,5.6,11.3,12.2,13.3,6.8,7.2,10.7,5.1,2.1,41.3,75.8,18.9,0.3,2.2,0,3.8
298,TX,5,2018,749808,7.4,7.5,7.5,6.5,5.9,13.7,14,12.2,5.5,6,8,4.2,1.6,35.9,75.3,15.8,0.5,1.8,0.1,29.1
299,TX,7,2018,775198,7,6.7,6.7,6.3,6.5,15.7,15.1,12.9,5.9,5.6,6.7,2.7,1.5,35.2,62.5,15.3,0.6,11.4,0.1,30.3
300,TX,12,2018,812102,6.8,6.6,6.6,6.5,6.6,15,12.9,13.4,6.6,5.6,7.7,3.5,1.7,35.9,79.3,8.6,0.7,4,0.2,23.4
301,TX,31,2018,883347,7,7.1,7.1,7,6.4,14.7,15.1,12.7,5.6,4.8,7.5,3.4,1.2,35.2,74.6,12.4,0.3,5.4,0.2,25.1
302,TX,33,2018,777745,8.1,8.7,8.7,8.3,7.7,15.2,13.4,11.9,4.8,4.4,5.7,2.3,0.8,30.5,59.4,15.8,0.6,2.3,0.1,67.5
303,VA,4,2018,747291,5.6,5.6,5.6,6.5,6.6,15.3,12.7,13.1,6.9,6.9,9.4,4.3,1.8,38.7,52.9,41,0.2,1.8,0,5.9
304,WA,2,2018,755546,5.6,4.9,4.9,5.8,8,15.1,13,11.9,6.6,6.8,10,4.7,1.8,38.2,75.8,3.1,1.1,9.8,0.5,11.6
305,WA,5,2018,725964,5.7,5.8,5.8,7.2,7.6,13.9,11.8,11.2,6.8,6.5,10.3,5.2,1.9,37.9,87,1.5,1.7,2.6,0.5,6.8
306,WI,2,2018,768067,5.7,5.6,5.6,6.4,8.9,14.8,12.7,12.1,6.7,6.1,9,4.2,1.9,36.9,86,4.3,0.5,4.4,0,6.7
307,WI,7,2018,710420,5.3,5.6,5.6,5.8,5.3,10.4,11.4,13.1,8.3,7.9,11.8,6.2,2.4,44.7,93,0.8,1.9,1.7,0.1,2.4
308,WY,0,2018,577737,6.1,6,6,7.1,5.7,13.4,12.5,11.7,6.6,7.2,10.3,4.8,1.6,38.5,91.5,0.6,2.8,1,0.2,10
309,AZ,2,2018,724747,5.5,5.3,5.3,5.6,7.6,13,11.4,11.1,6,7.1,12.2,6.9,2.5,40.9,80.6,3.9,1.8,3,0.2,29.2
310,AZ,5,2018,841344,6.5,7.4,7.4,6.6,5,12,14,12.6,5.7,5.5,9.8,5.1,1.9,38.2,83.3,4.2,1.3,4.9,0.1,17.4
311,AZ,9,2018,794188,5.9,5.1,5.1,5.9,9.4,19.3,12.8,12,6.1,5.7,6.9,3.4,1.7,34.1,73.8,6.3,3.1,5.8,0.6,26.9
312,AR,3,2018,819235,6.6,6.9,6.9,7.1,7.5,14.3,12.6,12.3,5.9,5.5,8.4,4.4,1.6,35.5,83,3.1,1.2,3.1,0.9,14.7
