,laborforce_unemployed,PercentCar,Management_business_science_and_arts,Service,Production_transportation_and_material_moving,Median_household_income,No_health_insurance,non_fam_household,diff_house_1year,foreign_born,ForeignCit,home_lang_not_english,own_computer,black_pct,hispanic_pct,Pct20t45,Pct45t65,Pct65plus,r200kplus,HighSchoolEd,BachelorsOrHigher
1085,5.4,76.5,28.8,25.1,13.5,46048,23.6,31.7,13.5,34.8,13.0848,52.8,87.9,37.1,38.8,38.5,22.8,9.5,1.7,28.9,23.8
1086,3.6,79.3,45.4,14.3,9.0,73476,11.4,31.1,13.2,16.1,6.1502,26.3,92.2,10.9,26.0,35.5,24.8,11.8,9.9,22.0,38.7
1087,4.1,82.5,29.0,17.4,14.6,50602,17.8,34.5,16.2,8.6,3.3024,28.7,87.0,4.1,38.1,32.5,23.4,15.3,5.2,30.9,20.4
1088,3.2,82.5,37.4,16.7,10.9,62214,13.8,32.9,17.1,11.1,4.9284,20.6,93.8,8.6,22.0,34.8,25.2,12.7,6.1,27.2,29.9
1089,2.8,79.7,30.5,18.2,15.3,50150,15.6,31.4,18.5,10.2,2.9784,21.4,87.8,5.1,27.0,32.6,24.0,15.2,3.2,29.7,20.4
1090,3.8,85.0,35.1,18.7,12.5,58103,16.0,31.9,15.3,10.4,3.7232,21.9,87.7,20.0,24.8,33.6,26.0,13.2,6.9,29.8,22.8
1091,3.6,81.8,29.0,22.7,12.3,41947,24.6,21.8,10.8,22.5,6.6375,72.1,88.2,1.6,81.9,34.1,19.7,11.3,2.5,25.8,19.8
1092,3.3,81.0,32.7,20.2,11.2,44045,18.0,28.3,14.6,23.5,10.81,70.1,87.7,4.0,80.3,36.1,21.5,12.1,2.3,22.6,23.9
1093,2.9,79.3,37.7,17.3,11.4,50888,13.7,38.1,20.7,11.8,4.1654,22.0,91.4,13.1,25.3,38.3,21.7,12.1,4.1,25.8,29.4
1094,5.3,78.7,29.7,19.9,15.6,42662,20.5,36.5,17.6,21.8,7.1068,40.8,85.8,36.3,41.8,38.5,22.0,9.3,4.9,26.6,22.4
1095,2.9,80.3,32.9,19.0,12.0,47875,15.1,34.8,19.4,7.6,2.432,26.0,87.8,6.1,37.4,35.9,21.7,13.5,3.4,30.2,22.4
1096,4.2,77.8,32.7,22.1,10.1,49421,16.1,33.7,14.7,15.4,5.3438,47.5,88.4,5.4,69.6,38.8,21.5,10.7,2.4,27.0,24.7
1097,2.5,77.8,47.0,15.2,5.8,68987,10.7,39.8,18.3,10.2,4.386,21.5,94.0,3.7,30.2,35.5,25.6,15.5,9.3,19.6,45.0
1098,4.1,83.2,51.2,13.1,6.4,87901,10.4,20.5,12.1,25.3,13.409,36.8,95.2,13.3,25.2,34.0,25.3,10.7,13.6,18.2,45.1
1099,4.0,80.4,29.5,20.0,12.4,51293,18.4,24.0,13.6,16.9,6.6248,52.5,85.2,3.9,68.3,34.4,22.4,12.4,5.6,24.9,21.6
1100,2.5,81.0,44.9,13.9,9.7,70454,13.3,36.8,19.1,23.6,8.6848,35.8,96.9,11.8,24.8,38.5,25.9,10.5,10.7,17.1,44.8
1101,3.0,78.1,42.3,15.9,11.3,69083,11.1,28.3,14.7,7.6,3.4048,15.9,93.7,7.5,19.4,33.6,25.7,13.9,10.6,24.3,37.2
1102,2.9,80.1,47.5,13.4,8.0,87272,9.0,25.1,18.0,12.3,5.8917,20.5,96.0,7.2,18.4,34.8,25.7,9.3,12.5,17.9,44.2
1103,3.4,82.4,29.9,19.4,12.0,53047,17.0,31.9,15.5,9.2,3.3028,33.0,86.1,5.5,52.7,32.2,24.7,15.1,3.9,29.8,20.3
1104,4.4,80.9,27.7,22.9,12.7,44021,23.5,22.9,9.8,21.4,6.6554,68.5,84.1,4.0,78.5,33.3,21.1,11.5,2.9,27.8,17.7
1105,4.2,79.5,17.5,19.2,19.7,41737,29.1,26.3,12.3,34.3,10.5644,67.8,81.7,10.6,77.1,36.1,22.4,7.8,1.8,29.6,10.3
1106,3.8,80.2,30.4,19.6,13.9,44689,19.9,34.9,10.9,16.8,4.3848,36.0,80.7,43.6,38.0,36.1,23.8,10.2,2.1,26.6,20.5
1107,3.9,81.6,40.6,15.8,9.0,69228,9.7,28.2,19.9,10.0,4.89,19.7,95.5,11.2,23.9,36.2,22.8,11.8,6.4,22.4,34.3
1108,3.1,79.9,44.1,14.9,9.5,70119,14.7,37.1,16.5,22.3,9.0984,34.7,95.1,14.4,26.5,36.7,25.1,11.4,11.7,17.8,43.4
1109,3.5,74.4,13.8,22.1,21.5,38445,30.6,26.9,11.1,32.6,6.2918,64.4,84.7,15.7,66.9,36.4,20.4,7.9,0.8,29.4,9.3
1110,3.9,83.8,26.5,26.6,10.7,37989,26.7,23.5,9.2,18.9,6.2748,64.2,82.6,1.3,83.9,32.5,21.1,14.0,1.8,28.6,15.1
1111,3.3,74.7,28.1,21.1,11.1,48490,19.3,36.7,15.6,16.6,6.1752,44.4,88.6,10.2,61.2,40.7,20.7,9.3,2.4,28.7,20.3
1112,4.4,83.9,30.9,16.1,15.8,58984,16.7,27.8,16.1,11.1,4.2069,22.0,88.7,9.2,26.6,32.1,25.8,13.7,5.4,33.2,19.4
1113,4.1,84.1,29.6,21.1,15.2,45313,17.1,31.0,16.2,8.0,2.432,14.4,84.9,18.1,17.4,31.1,24.7,16.1,3.4,28.2,20.9
1114,3.7,81.6,45.1,14.7,9.8,72711,12.9,34.1,16.5,19.4,7.857,33.2,95.9,12.7,31.3,38.1,24.4,10.6,11.8,19.8,40.8
1115,2.8,81.8,53.3,11.9,5.0,88619,9.6,26.4,12.6,21.0,10.479000000000001,28.6,98.0,9.7,14.6,34.2,26.4,10.6,13.0,13.8,53.5
1116,3.4,81.7,31.9,17.4,14.3,52481,14.7,30.1,12.5,6.0,1.896,12.7,84.5,10.5,13.3,30.0,26.0,16.9,4.1,31.8,22.1
1117,3.2,79.7,29.2,18.7,14.8,50536,18.7,29.3,16.2,15.4,4.4198,29.7,88.4,14.9,28.8,33.9,23.8,13.3,3.8,30.1,21.1
1118,2.2,81.5,30.0,16.4,16.4,58983,15.0,32.2,14.0,8.9,3.293,27.9,91.6,4.2,39.0,32.9,23.0,15.7,6.1,29.5,22.0
1119,2.8,79.4,47.0,14.7,9.0,80204,12.0,29.1,14.6,16.7,7.0307,28.5,94.6,10.8,28.6,34.8,24.3,12.8,11.5,20.8,42.2
1120,3.1,79.6,28.9,22.3,13.5,46669,26.5,21.2,9.1,22.5,6.03,69.8,85.5,2.2,81.1,34.2,20.8,10.7,3.6,25.6,21.0
1121,3.2,82.0,46.1,13.4,11.0,93697,10.3,25.3,17.0,12.9,6.063,20.4,98.0,8.8,18.9,35.4,25.5,10.0,13.9,17.4,46.3
1122,3.3,82.2,31.6,18.0,15.3,51374,18.5,31.3,13.7,8.1,2.8269,15.7,90.4,17.3,18.2,31.5,23.8,16.5,3.9,29.7,21.3
1123,3.4,80.1,47.0,12.5,9.9,77668,14.0,32.2,13.5,19.8,9.0684,33.8,96.9,13.0,31.6,36.4,23.8,11.9,13.4,20.5,42.3
1124,2.6,80.8,31.1,19.9,15.2,53493,18.3,26.5,11.5,17.0,7.547999999999999,52.3,87.5,3.8,69.0,33.3,23.0,13.3,5.0,27.4,21.8
1125,2.9,79.4,44.7,15.5,9.4,75775,17.4,36.8,16.5,24.0,10.296,34.9,96.7,13.3,26.2,37.7,25.3,12.5,12.9,17.3,45.2
1126,3.5,85.7,31.3,15.8,16.7,59152,17.4,30.0,15.2,10.6,4.0068,21.9,90.8,10.0,27.2,31.7,25.4,14.7,5.1,32.8,18.9
1127,2.9,84.3,34.0,16.8,15.1,55765,16.2,28.8,14.7,6.2,1.9654,12.4,90.6,11.1,15.0,30.4,25.7,16.7,4.9,32.1,23.5
1128,2.2,80.9,40.3,16.5,12.3,71748,14.8,28.2,13.6,12.9,4.3086,22.9,94.6,8.2,23.9,32.8,25.6,13.9,11.7,24.8,32.5
1129,2.6,83.1,40.4,15.1,13.2,53946,13.8,39.0,19.7,12.0,4.32,24.4,91.0,12.9,26.5,38.8,21.2,12.4,4.2,25.3,32.2
1130,2.7,78.7,33.4,18.5,14.1,49446,15.6,34.2,21.9,8.5,2.8815,24.9,91.1,6.2,37.8,35.6,21.5,13.7,3.4,29.9,23.3
1131,2.4,80.5,45.9,13.1,11.9,74264,14.0,36.9,17.3,26.0,9.334,37.6,98.2,13.5,24.9,38.4,25.3,11.2,11.3,17.0,47.2
1132,3.4,84.7,30.4,20.1,14.9,53789,17.0,30.8,16.3,8.8,3.2736,29.8,88.0,5.6,53.6,31.9,24.0,16.0,4.3,31.1,20.0
1133,3.5,77.6,29.1,22.9,12.9,49904,20.3,41.5,16.5,16.7,4.8931,45.0,92.1,8.7,61.8,41.2,22.3,10.2,3.0,31.0,22.0
1134,2.7,83.5,35.2,16.4,15.3,71756,15.8,27.4,13.1,11.8,6.3248,22.8,96.2,21.5,22.9,34.9,24.6,11.6,6.0,25.0,30.4
1135,4.5,77.4,27.5,24.7,15.1,48100,24.8,32.5,11.3,34.2,14.193,52.8,93.8,37.9,39.1,39.4,22.7,10.2,2.5,28.1,24.4
1136,2.7,81.5,30.1,18.8,16.9,51480,16.2,32.4,15.3,9.3,2.9202,20.2,90.7,5.8,27.7,32.2,24.4,15.2,3.6,30.6,21.8
1137,2.2,78.7,48.2,15.6,6.0,70391,12.3,41.5,16.8,9.8,4.4786,21.1,96.5,4.0,28.8,36.8,25.0,16.0,11.2,18.2,46.9
1138,3.2,82.3,50.4,12.8,9.1,88234,11.9,21.9,11.4,26.4,13.8336,38.3,96.6,14.6,27.2,33.4,25.5,11.2,14.5,18.4,45.2
1139,3.9,80.1,26.8,21.8,15.2,47134,25.0,23.9,10.6,19.7,6.0479,68.4,88.6,4.2,78.4,32.3,21.9,11.7,2.8,27.1,18.9
1140,3.9,79.5,17.7,19.8,19.9,45133,31.9,25.8,11.7,33.1,9.599,68.6,85.1,9.2,80.0,36.7,22.0,8.5,2.2,30.0,10.4
1141,2.9,79.2,29.0,17.1,17.9,49128,21.1,35.7,11.5,18.0,5.04,37.1,83.5,41.8,39.6,34.9,23.2,10.8,3.3,29.1,20.7
1142,2.4,81.9,29.1,20.1,14.7,51984,19.2,30.3,13.3,14.7,4.1601,28.2,89.4,15.8,29.1,33.6,23.7,13.8,4.5,30.3,20.8
1143,3.4,80.6,46.4,16.0,8.9,72287,17.0,34.4,16.6,31.0,11.345999999999998,43.3,97.9,15.3,30.3,37.3,24.4,10.9,14.2,14.2,49.8
1144,2.9,82.5,38.4,14.1,15.0,68248,15.5,33.4,15.5,10.1,4.5046,19.8,95.9,8.6,23.4,34.5,25.6,12.9,7.6,27.8,32.0
1145,3.7,79.5,41.6,17.9,9.5,73264,11.8,29.0,18.9,11.5,5.037,21.1,95.4,12.4,25.1,36.2,23.1,12.1,6.5,22.2,36.8
1146,4.5,75.7,14.9,20.7,22.4,44286,32.7,27.4,13.8,33.1,7.6461,65.3,90.2,15.8,67.5,36.3,21.1,8.8,1.4,30.3,10.9
1147,2.6,80.1,53.9,13.2,6.6,95413,11.1,27.7,14.9,23.0,9.798,31.5,98.3,10.1,15.1,34.4,26.2,11.2,16.6,14.3,54.5
1148,3.5,86.2,35.3,16.1,15.0,61893,17.9,31.8,15.6,10.6,4.1446,21.2,91.7,19.5,25.5,33.5,25.6,13.9,7.0,28.2,25.4
1149,3.8,79.9,30.4,19.9,16.4,47969,22.3,35.5,16.6,22.3,6.8684,41.4,89.2,36.0,42.9,39.0,22.3,9.6,5.3,27.1,24.4
1150,4.5,76.9,32.4,21.5,11.4,51714,16.8,33.9,14.8,15.0,5.655,45.7,92.8,5.4,70.3,38.4,20.4,11.1,2.7,26.4,24.7
1151,3.0,77.5,45.1,12.9,13.5,71031,12.0,30.5,15.5,8.0,3.944,16.1,94.6,8.8,19.0,33.9,24.6,14.7,12.1,22.3,39.8
1152,3.9,81.9,32.5,21.7,10.6,45430,21.0,31.2,15.1,23.3,11.8131,68.1,89.6,3.4,81.1,36.1,21.6,12.4,2.9,21.9,25.6
1153,2.8,83.4,26.4,25.7,13.6,40275,26.6,23.4,8.6,19.2,6.0864,66.0,81.7,1.1,85.1,31.8,21.5,14.1,2.3,28.9,16.0
1154,3.4,78.9,36.0,14.9,15.5,62017,10.0,23.2,15.6,6.1,2.4583,11.1,92.2,1.0,12.0,35.1,20.6,9.9,4.1,25.6,29.0
1155,4.1,73.4,34.0,17.1,13.3,53651,16.5,29.2,17.3,10.4,3.1408,16.8,91.0,1.1,16.1,36.7,20.1,11.7,3.8,24.2,29.3
1156,3.0,74.6,42.1,14.1,10.0,65144,11.3,21.2,17.5,7.1,2.9891,13.3,93.7,0.8,9.8,36.7,19.5,9.5,6.0,18.1,38.9
1157,2.9,77.1,35.6,15.0,11.9,63365,12.3,24.9,13.9,10.3,4.2848,17.5,92.5,1.6,15.9,37.0,19.3,9.0,3.7,23.6,28.0
1158,2.4,79.0,35.0,14.8,15.3,65896,7.8,22.5,15.2,5.8,2.4592,11.0,93.7,1.0,12.9,35.2,20.5,9.8,4.0,25.7,28.9
1159,3.2,74.0,35.6,17.1,12.4,60700,9.3,29.6,17.2,9.5,3.2489999999999997,16.3,93.3,1.4,14.9,36.0,20.6,13.1,4.4,22.9,32.6
1160,2.9,73.4,42.9,15.3,9.1,70763,7.4,21.7,19.2,7.4,2.9452,14.5,96.1,0.5,10.5,37.1,18.9,9.9,8.3,16.0,41.7
1161,2.7,76.8,37.8,15.1,11.9,68711,10.4,24.2,15.5,10.3,3.5947,19.1,94.9,1.3,16.7,37.3,19.6,9.2,4.4,25.5,28.2
1162,2.2,73.8,38.5,16.4,13.1,62424,11.3,32.8,15.1,9.3,3.5712,16.6,95.5,1.3,15.8,36.6,20.1,13.3,5.6,23.8,33.9
1163,2.0,78.6,36.8,15.7,15.5,72123,7.5,23.1,13.9,5.3,2.2843,11.5,96.2,1.3,13.0,35.6,20.5,10.7,5.2,25.0,32.0
1164,2.5,75.8,37.7,14.5,13.1,76474,11.0,24.4,16.8,12.0,4.668,20.0,96.8,1.6,17.2,37.8,19.0,9.5,5.9,24.3,31.9
1165,1.9,74.8,43.0,14.5,9.9,74706,7.9,21.2,19.6,7.5,3.555,14.9,96.9,0.9,10.8,36.9,19.0,11.0,9.0,16.8,42.5
1166,3.6,76.3,40.2,17.0,11.1,54166,5.0,37.0,13.3,4.1,2.1402,5.0,86.6,1.0,1.7,30.5,29.8,17.0,3.4,30.7,34.9
1167,2.6,75.6,40.6,17.5,11.0,57677,3.7,39.4,13.2,4.5,2.61,5.5,89.3,1.3,2.0,30.1,29.4,18.2,4.8,29.3,36.3
1168,2.5,75.4,43.5,17.9,10.9,60782,4.0,40.4,12.4,4.9,2.9743,5.6,91.7,1.2,2.0,30.1,28.2,19.8,4.8,28.6,38.7
1169,3.3,79.3,41.9,17.7,8.5,77184,8.9,26.5,15.0,9.5,5.053999999999999,12.8,89.7,16.8,9.3,32.1,27.0,13.7,8.5,25.2,36.4
1170,3.8,82.9,37.6,17.7,8.9,61484,11.0,33.5,18.4,7.9,4.6847,10.8,90.8,21.6,7.5,37.4,25.1,12.7,4.5,23.3,32.4
1171,6.4,76.8,31.8,20.8,13.9,40679,15.2,42.7,21.3,6.0,2.364,8.9,83.5,57.1,6.1,39.0,23.7,11.9,2.0,29.6,22.5
1172,4.8,85.8,35.8,17.7,12.2,60950,10.0,27.2,12.4,4.6,2.6358,6.9,86.9,31.7,5.4,32.6,27.7,13.2,3.0,30.5,25.4
1173,3.3,79.8,36.7,18.1,12.9,48179,11.9,33.9,13.8,4.5,1.7730000000000001,5.7,77.6,20.0,3.6,29.6,28.5,18.5,4.0,30.7,25.8
1174,3.4,81.5,34.1,18.6,14.7,49724,11.7,35.9,16.2,5.3,2.0776,7.3,80.6,11.0,4.8,31.6,26.7,17.1,3.0,32.2,27.2
1175,3.6,82.5,44.8,14.8,8.1,74162,7.5,28.9,12.8,9.5,4.9305,11.4,90.0,14.9,5.9,31.4,27.9,14.8,8.5,23.8,39.8
1176,3.1,60.9,57.8,14.9,4.8,99094,11.9,44.9,15.8,28.8,12.3264,35.4,93.3,13.6,19.1,42.9,24.4,10.4,16.8,12.2,61.3
1177,4.1,82.5,33.5,18.4,15.1,39872,11.2,37.0,14.9,2.5,1.0375,3.4,74.9,5.7,2.0,31.3,27.6,18.6,1.7,33.2,19.8
1178,3.5,76.7,55.1,13.5,5.2,115291,9.0,22.7,12.8,20.9,11.7458,28.0,93.8,6.9,12.6,32.1,27.5,11.0,21.8,15.8,55.1
1179,3.8,72.5,52.1,16.3,6.0,100361,11.9,29.7,15.3,30.9,15.6972,38.7,96.0,12.9,19.0,37.1,26.0,10.4,16.2,16.1,53.2
1180,2.8,79.3,44.0,14.9,8.0,81338,7.0,27.3,13.4,9.0,4.905,12.0,92.7,15.9,9.4,31.1,27.7,15.0,11.1,25.1,37.5
1181,3.3,78.6,39.0,15.8,9.4,66953,8.1,32.6,19.2,8.9,5.1175,11.7,93.1,20.0,7.8,36.2,24.8,14.1,5.9,22.8,34.4
1182,4.1,78.6,35.1,19.9,12.3,51794,10.0,39.7,17.3,5.1,2.8968,8.0,90.2,45.9,6.3,36.9,24.8,13.0,3.3,28.5,26.2
1183,4.2,81.4,38.1,17.4,11.2,54607,8.1,38.7,16.4,4.6,2.4334,7.1,88.5,41.1,5.1,34.7,27.3,13.8,4.5,27.4,30.2
1184,3.0,78.4,36.9,18.0,13.6,52237,9.3,34.3,12.7,4.1,1.5334,6.2,82.9,19.8,3.4,29.6,28.1,19.2,4.9,29.5,28.0
1185,3.1,79.3,33.9,18.8,14.2,50061,9.2,37.1,15.7,5.1,2.2797,7.4,87.0,11.4,5.2,31.1,26.6,17.9,3.3,31.9,26.6
1186,3.4,81.9,43.5,15.4,8.2,73580,7.8,30.2,12.8,9.7,5.0246,12.7,92.2,17.2,7.3,31.3,27.5,15.3,8.1,24.2,39.0
1187,2.6,60.4,58.5,14.6,4.3,100719,10.7,42.9,15.6,29.2,13.3736,37.2,95.5,14.1,18.6,41.6,24.7,11.0,18.4,12.1,61.8
1188,3.5,83.0,31.1,19.4,15.6,41698,9.2,37.6,13.8,2.6,1.014,4.0,80.7,5.4,2.1,29.7,27.9,19.3,2.3,33.8,20.4
1189,2.8,77.1,54.5,13.3,6.5,120384,7.0,21.1,10.9,21.0,12.095999999999998,27.8,95.6,6.7,14.0,31.4,27.7,11.5,23.2,15.8,54.4
1190,2.8,73.7,52.9,15.4,5.6,106554,9.7,29.3,14.8,32.1,16.8204,40.9,97.5,13.4,18.3,35.2,26.6,11.3,17.5,15.2,55.5
1191,2.0,58.8,59.1,13.3,6.0,110606,9.3,43.3,16.1,28.2,14.8614,35.7,95.5,15.3,17.9,41.7,23.8,12.2,20.8,12.7,63.0
1192,2.7,79.6,41.7,16.0,10.7,71088,8.7,33.8,17.8,9.0,5.013,12.1,94.2,20.2,8.6,36.8,24.2,15.1,6.8,21.8,36.9
1193,3.0,72.3,53.9,15.9,6.6,111279,9.5,29.5,13.9,32.0,17.792,40.7,97.9,13.0,19.6,35.1,26.2,12.0,20.1,14.0,55.9
1194,2.9,81.1,36.1,19.4,14.1,52925,9.4,37.1,15.9,5.6,2.2848,8.0,88.1,11.4,5.9,30.9,25.8,18.7,3.7,34.0,28.0
1195,2.8,81.9,44.0,15.4,10.9,78060,8.4,28.6,13.0,9.6,4.8576,13.0,93.9,19.1,7.5,31.7,26.7,15.8,8.9,24.1,40.5
1196,3.5,81.1,35.2,19.4,15.3,53533,10.0,39.5,16.3,5.7,2.9469,8.2,91.3,45.7,6.4,36.8,24.0,13.6,4.0,27.7,27.5
1197,2.5,78.4,36.8,17.8,15.8,55491,9.4,35.2,13.2,4.3,1.9780000000000002,5.6,86.3,19.0,3.4,29.4,27.2,20.3,5.5,30.6,29.5
1198,2.2,76.5,56.5,12.9,6.6,127220,6.7,22.5,10.9,22.4,13.3728,27.9,96.5,6.7,13.6,31.3,27.4,12.6,27.8,15.6,56.5
1199,2.9,80.3,37.3,19.2,14.6,60160,9.1,40.4,16.7,5.4,2.4516,7.1,89.9,41.0,5.9,34.6,26.9,15.5,5.2,27.7,30.0
1200,2.4,82.9,35.0,17.6,17.1,41520,9.4,38.0,13.2,2.2,0.8294,3.8,82.9,5.2,2.0,30.0,27.4,20.7,2.4,32.5,21.4
1201,2.4,77.3,43.4,16.1,9.0,90234,7.4,24.9,13.1,9.2,5.336,13.8,94.0,16.3,12.0,31.6,26.9,15.3,12.3,26.1,37.7
1202,4.0,74.4,44.9,16.0,8.5,84419,6.9,28.4,13.5,15.0,6.6,18.2,92.9,1.1,8.8,33.8,27.5,12.1,10.0,19.2,41.3
1203,4.4,73.7,36.8,19.1,12.2,59385,9.7,36.8,16.9,13.7,6.987,17.6,90.1,2.8,10.8,34.5,26.7,15.1,3.7,24.8,29.4
1204,5.0,77.7,32.6,17.4,16.2,54561,9.5,32.1,15.4,8.4,4.2,12.0,89.1,1.4,9.0,30.8,26.9,16.0,2.9,26.9,23.0
1205,3.8,79.0,28.8,16.2,14.9,50705,14.7,28.7,14.1,16.4,4.1492,34.0,80.6,1.1,38.1,32.2,23.3,12.9,3.1,26.6,19.1
1206,3.8,76.1,34.9,20.3,11.0,47973,8.4,36.4,18.2,5.7,2.6106,7.7,87.8,1.6,6.2,33.0,26.1,15.4,2.5,25.5,27.7
1207,4.2,72.8,36.1,21.1,11.1,55338,8.8,36.1,18.7,7.1,3.8624,9.0,89.3,3.8,7.7,30.8,28.8,18.1,4.4,25.3,29.0
1208,3.1,53.7,55.2,14.8,6.4,72279,6.3,52.3,21.1,14.9,7.0775,18.5,93.3,4.2,7.6,43.6,25.3,12.8,10.4,11.6,57.3
1209,4.1,76.8,39.6,15.8,12.7,74078,8.4,29.3,12.9,12.8,5.9392,18.1,92.5,3.2,10.3,31.7,28.1,11.8,7.6,24.5,32.5
1210,4.0,66.5,42.0,18.9,11.3,67261,9.7,36.1,17.3,29.5,14.9565,37.0,91.5,10.4,12.1,37.9,25.3,13.1,9.5,19.4,40.2
1211,4.9,79.6,35.9,18.2,12.1,58252,10.0,34.7,17.4,9.8,5.3312,15.4,88.8,5.9,11.0,35.9,24.8,13.3,3.1,26.5,26.4
1212,3.3,75.0,48.3,14.1,9.3,91018,4.3,29.3,15.0,16.1,7.3094,18.6,95.1,1.3,8.9,33.3,27.8,13.4,12.9,19.9,43.3
1213,3.2,73.7,36.0,18.2,12.0,65187,6.2,36.8,17.2,14.6,7.8986,19.3,93.8,3.3,10.5,35.1,26.0,15.7,5.2,24.3,30.3
1214,3.4,80.2,34.5,18.3,13.6,61304,5.2,31.2,15.7,8.8,4.84,13.3,92.3,1.3,9.3,30.3,26.8,16.9,4.5,26.7,25.4
1215,4.0,76.9,28.7,17.6,14.7,52484,10.5,30.1,14.0,16.4,4.3788,34.5,88.6,1.4,39.0,31.5,23.2,13.6,3.0,26.8,20.1
1216,3.4,75.9,35.7,19.9,10.6,51697,5.3,37.8,20.3,5.5,2.5355,8.0,91.5,1.6,6.4,33.1,25.6,16.2,3.6,24.1,30.4
1217,3.5,74.6,36.5,19.3,11.3,60616,6.4,37.6,15.8,6.9,3.864,8.5,91.8,3.8,8.0,31.0,27.5,19.2,4.9,25.3,29.7
1218,3.1,52.7,59.0,13.4,6.1,84579,4.6,50.7,18.9,17.6,8.272,19.9,95.2,4.1,8.2,43.2,25.2,13.4,15.2,10.7,61.0
1219,3.0,75.5,38.8,15.7,13.4,79516,5.1,27.1,14.0,13.6,6.3104,18.2,94.0,2.8,11.0,32.2,27.7,12.6,10.2,23.1,34.5
1220,3.3,66.5,43.4,18.5,11.3,75407,6.1,36.7,18.5,30.0,14.85,37.2,94.2,10.8,12.4,37.0,25.9,13.4,10.5,19.0,41.8
1221,4.3,78.0,34.8,17.6,12.8,62206,5.9,33.0,19.4,9.6,5.4432,15.0,92.5,6.0,11.2,35.5,24.9,14.0,4.0,25.1,28.6
1222,2.5,48.5,59.4,12.8,6.0,92711,4.9,51.9,21.6,18.0,8.154,19.5,96.1,4.1,7.8,45.2,22.7,14.2,17.4,10.2,62.4
1223,2.3,77.1,41.1,16.2,12.4,85924,4.9,27.6,13.6,15.1,7.7614,19.7,95.4,3.1,11.3,31.2,28.5,13.7,13.2,24.0,36.3
1224,3.3,81.2,31.4,17.2,16.1,57560,12.5,28.5,16.1,17.2,5.2804,35.2,92.2,1.5,39.8,32.1,22.3,14.1,4.0,26.4,21.7
1225,2.3,72.2,49.4,12.5,9.5,100810,5.0,27.2,14.2,16.6,7.3206,20.8,96.8,1.4,8.9,33.8,27.0,13.2,17.1,19.6,43.1
1226,3.1,78.5,35.4,17.6,14.9,67621,5.9,31.6,17.5,8.6,4.6268,12.4,94.1,1.2,9.9,31.0,26.5,17.4,5.5,26.4,27.0
1227,2.6,72.5,37.2,19.5,13.3,70694,7.0,35.3,18.6,15.5,8.1685,20.1,95.5,3.1,11.6,36.1,25.3,16.5,6.8,22.7,33.3
1228,2.9,75.7,37.7,19.5,11.6,56330,5.6,37.5,19.1,6.2,3.1496,8.7,93.2,1.5,6.8,33.3,24.5,17.4,4.3,23.1,30.4
1229,2.4,72.7,38.7,18.7,13.4,66793,5.5,35.8,16.2,6.9,4.3608,8.8,93.9,3.1,7.8,32.0,26.3,20.2,7.3,22.9,31.8
1230,3.2,63.2,44.7,18.1,12.2,84768,7.0,37.0,17.5,30.1,15.5015,38.4,95.3,12.7,13.3,38.4,24.7,13.5,13.5,19.5,43.4
1231,3.0,77.8,35.6,19.8,14.1,69374,6.1,32.7,18.3,11.4,6.6348,16.3,94.2,6.6,12.3,35.9,23.5,14.7,5.4,25.3,30.7
1232,3.3,82.0,31.6,20.9,13.4,41825,8.7,37.8,12.1,1.6,0.6256,2.3,77.0,2.6,1.3,32.3,27.6,17.5,2.0,40.3,21.6
1233,4.0,81.8,34.9,18.3,12.4,46370,7.9,33.9,11.1,1.6,0.9184,2.4,78.7,4.6,1.7,30.0,28.6,17.2,2.1,40.9,20.6
1234,3.7,85.5,28.4,20.6,12.9,35217,9.2,35.4,11.3,0.8,0.4472,1.3,73.7,3.9,0.9,30.1,28.1,18.5,1.4,42.1,15.2
1235,3.8,81.1,35.3,20.4,13.1,45611,5.2,37.5,12.9,1.9,0.7923,3.0,84.1,2.8,1.5,31.7,26.9,18.7,2.8,38.9,23.5
1236,3.9,81.2,35.3,18.1,12.4,48358,5.7,34.5,12.4,2.3,1.219,2.7,84.4,4.9,1.9,29.4,29.1,18.0,3.4,39.6,21.5
1237,4.5,82.6,30.1,21.5,12.6,37728,5.0,33.8,11.9,1.0,0.45799999999999996,1.8,79.1,3.6,1.0,29.7,27.4,19.7,1.4,40.5,17.4
1238,2.7,84.2,30.8,20.0,13.2,36863,7.0,36.0,11.2,0.9,0.4464,1.7,83.9,4.1,0.8,29.0,27.4,21.0,1.9,40.3,17.7
1239,3.5,83.5,34.2,19.4,15.2,46867,6.3,38.8,12.8,1.4,0.5572,2.8,87.1,2.7,1.3,31.4,26.4,19.8,3.0,40.1,24.4
1240,3.1,82.3,35.5,18.4,15.9,48525,6.0,36.6,9.6,2.2,1.3222,2.8,87.4,4.6,2.2,29.4,27.9,19.3,3.6,38.7,21.7
1241,3.8,84.2,34.9,16.6,16.7,58345,7.5,31.3,13.4,5.3,2.6447,8.8,87.2,5.7,9.5,30.7,29.0,14.7,3.5,31.5,28.1
1242,3.6,74.5,43.8,16.5,11.4,58205,6.5,39.2,17.1,6.7,2.68,10.9,89.2,4.4,6.3,36.1,26.1,13.2,4.5,24.0,40.9
1243,2.9,80.5,31.3,17.8,19.2,49915,7.9,35.6,15.4,2.8,1.2936,6.1,83.9,1.0,2.4,31.8,26.8,16.0,2.3,34.6,24.5
