,laborforce_unemployed,PercentCar,Management_business_science_and_arts,Service,Production_transportation_and_material_moving,Median_household_income,No_health_insurance,non_fam_household,diff_house_1year,foreign_born,ForeignCit,home_lang_not_english,own_computer,black_pct,hispanic_pct,Pct20t45,Pct45t65,Pct65plus,r200kplus,HighSchoolEd,BachelorsOrHigher
320,2.9,80.6,33.0,18.3,12.3,56096,11.9,31.0,16.1,13.8,6.9276,22.5,93.5,15.8,22.9,33.0,25.9,16.5,3.8,33.1,25.7
321,2.1,78.5,34.4,20.2,9.2,59366,12.5,36.7,13.3,18.4,9.476,24.1,93.7,8.1,20.7,24.5,25.6,31.7,8.2,28.4,34.3
322,2.7,76.5,40.7,17.4,8.8,64211,13.2,43.5,14.7,27.6,15.5112,33.3,95.0,14.8,22.0,29.3,29.2,21.9,10.9,24.7,40.8
323,2.6,77.8,26.9,19.6,14.4,53826,18.5,24.1,11.5,55.7,30.3008,74.9,92.9,4.7,75.5,31.8,27.9,19.1,4.8,26.9,26.7
324,3.0,79.7,32.0,20.8,14.2,55082,12.1,29.5,12.7,16.3,9.0628,43.4,94.1,12.4,42.8,34.1,25.0,16.1,3.9,29.3,25.0
325,3.2,81.7,33.8,21.2,10.9,48356,12.0,34.8,16.7,5.1,2.5551,7.6,90.5,12.6,6.8,31.0,26.5,20.2,3.2,35.0,22.9
326,4.3,78.9,38.5,20.9,10.4,51047,11.3,37.3,17.0,8.1,4.9815,13.2,92.0,16.8,10.5,34.2,24.5,16.8,4.5,29.5,28.3
327,4.6,79.0,31.2,21.5,14.0,42704,13.3,39.6,19.4,8.0,3.688,11.8,90.3,47.5,8.8,36.5,24.0,13.3,2.4,34.6,19.9
328,2.4,69.6,41.7,17.7,8.9,61358,14.1,38.9,11.0,54.7,31.0696,75.3,93.2,4.7,72.7,34.6,27.4,18.5,11.8,23.1,42.9
329,2.3,80.3,43.8,16.1,9.4,71858,10.4,34.6,16.9,11.5,6.9,14.4,95.1,9.1,8.9,33.1,26.6,16.7,9.3,23.0,41.1
330,2.8,80.9,38.6,18.3,10.9,57866,10.4,38.0,13.5,8.6,5.7104,10.4,91.8,9.4,11.4,25.9,28.6,25.4,4.7,27.9,30.8
331,3.0,77.4,37.8,19.0,10.5,52081,11.8,46.2,15.0,11.8,6.8912,13.9,91.0,12.5,10.7,29.5,29.4,23.3,4.6,29.4,31.0
332,2.7,79.4,37.2,19.0,10.2,61838,12.5,35.2,15.0,13.9,7.228,19.8,94.5,8.9,18.4,25.8,26.8,26.6,7.1,28.5,32.1
333,4.8,82.0,32.9,20.3,12.8,48091,16.1,32.7,19.4,5.5,2.1175,8.6,85.8,29.8,6.2,35.2,24.5,13.0,3.0,31.1,25.0
334,7.2,79.3,29.4,20.0,16.0,34707,18.2,35.3,17.6,3.7,1.3653,6.4,74.7,51.5,5.0,33.8,25.0,13.8,1.8,33.4,17.4
335,7.5,77.0,34.5,17.2,13.5,46792,18.5,31.9,14.5,16.9,7.9092,19.2,90.4,57.2,10.2,34.5,26.8,10.2,2.9,25.7,30.2
336,3.2,76.6,52.7,14.4,5.3,79510,12.8,34.3,14.6,19.1,7.5254,25.0,93.7,13.7,12.4,35.0,27.0,10.9,13.0,14.9,58.0
337,3.6,78.2,40.7,14.5,9.1,64255,16.9,24.3,11.6,24.5,10.535,32.6,93.1,18.8,18.3,35.2,26.3,8.9,6.5,22.0,39.3
338,4.6,84.3,30.5,17.8,13.4,39646,17.4,30.9,15.3,4.1,1.3899,6.3,75.5,30.9,5.9,33.2,25.1,14.2,2.4,34.0,20.4
339,3.3,81.4,29.5,16.5,19.5,46213,16.7,28.5,10.5,8.1,2.3895,13.4,79.1,7.4,12.5,30.6,25.8,17.2,2.6,32.1,20.7
340,4.6,82.0,34.9,18.6,12.7,47191,12.9,31.2,15.0,5.2,2.6936,7.5,81.3,26.7,4.9,32.8,25.6,13.9,3.1,33.1,24.2
341,5.3,82.2,31.5,19.8,14.8,38144,15.1,33.7,14.3,4.4,2.1692,6.6,77.8,35.7,5.7,34.1,24.8,13.3,2.0,35.6,20.1
342,4.9,80.1,31.6,18.9,13.9,50931,13.0,33.0,20.2,4.7,2.0304,8.4,89.4,29.7,6.6,34.4,24.3,14.3,3.5,29.6,25.0
343,4.8,78.4,27.8,21.2,18.0,35617,14.1,36.1,17.2,3.6,1.3752,6.0,80.2,51.9,4.9,33.1,24.8,14.6,1.9,33.8,17.7
344,3.8,81.9,32.9,15.4,15.8,56240,11.5,28.4,13.1,5.3,2.2631,7.1,89.0,24.7,5.7,31.9,26.6,14.6,4.7,30.5,26.5
345,4.7,76.0,35.1,17.1,14.5,51686,14.4,34.3,16.0,16.0,7.2479999999999976,18.6,93.6,59.3,10.2,34.3,26.4,10.8,3.4,26.9,29.9
346,5.0,68.8,44.4,16.9,10.4,48269,12.9,54.5,20.8,9.1,4.0768,11.5,90.2,57.7,6.4,41.8,22.8,11.3,7.1,22.4,42.1
347,2.6,74.5,54.0,13.8,4.6,87139,10.0,32.8,14.9,21.8,8.8944,26.5,96.3,14.9,12.3,33.4,28.7,11.9,15.7,12.8,60.6
348,2.2,79.1,40.7,15.7,9.0,72481,14.2,24.0,12.6,25.2,10.7604,35.4,96.0,21.1,18.6,34.2,26.3,9.9,8.6,20.3,39.6
349,3.3,83.7,31.8,17.2,13.7,44360,14.2,31.8,14.8,4.1,1.4637,6.8,83.1,30.9,6.1,33.5,24.8,14.8,2.8,33.8,21.8
350,3.5,82.5,34.5,15.8,15.1,51532,10.8,30.9,16.6,6.1,3.2452,8.8,88.0,24.9,5.9,32.8,24.9,14.0,4.8,32.3,26.6
351,3.1,80.2,43.8,15.9,8.0,69610,13.5,32.4,16.2,12.3,4.1574,16.3,94.3,16.5,12.1,35.2,26.2,11.6,8.5,21.0,41.0
352,4.0,83.6,31.8,18.8,14.4,43933,12.5,31.2,16.3,4.6,2.2908,6.9,84.4,35.6,6.2,34.6,24.5,13.9,2.6,34.2,20.9
353,2.0,73.6,55.5,11.1,6.0,97290,10.9,33.2,12.1,21.6,9.7848,26.5,96.6,13.0,12.3,33.0,28.2,13.2,19.7,11.9,63.5
354,2.3,79.7,34.2,16.1,17.7,58233,14.5,28.2,11.7,8.1,2.9160000000000004,13.4,91.2,6.1,13.3,30.2,25.7,18.7,5.0,30.8,24.3
355,2.8,80.9,35.6,16.7,16.3,59229,12.3,29.4,13.9,5.8,2.7492,8.2,90.5,26.1,6.1,32.9,25.5,14.4,4.7,31.7,27.1
356,2.3,83.3,35.0,15.6,18.7,60265,10.8,29.4,14.3,5.1,2.6622,7.4,90.2,25.5,6.1,31.1,26.5,15.5,6.3,30.7,27.1
357,4.9,79.9,27.8,22.9,19.0,38692,15.9,38.0,17.8,3.4,1.3430000000000002,5.6,84.1,51.1,5.5,33.1,24.3,15.8,1.7,33.4,17.2
358,3.6,74.3,35.4,18.1,16.0,58448,15.4,31.9,12.5,18.0,8.622,19.6,95.1,60.2,9.7,33.8,26.6,12.1,4.5,25.9,32.7
359,3.5,83.8,32.3,17.6,17.2,45570,12.8,35.5,16.1,4.2,1.9572,7.3,87.0,35.0,6.4,33.9,24.4,14.2,3.6,33.7,21.8
360,2.4,80.5,41.9,14.8,10.9,78693,14.2,24.7,12.9,26.1,12.0843,35.9,96.6,20.2,19.7,33.6,26.5,10.6,10.2,19.8,42.8
361,3.4,80.6,34.0,18.1,17.6,61898,14.7,28.1,12.4,10.9,5.7116,16.9,96.1,59.6,12.9,34.2,26.0,11.3,4.5,28.5,29.7
362,3.7,81.6,33.5,18.3,16.6,51829,14.6,34.6,16.0,4.8,1.9536,7.8,92.1,29.3,6.8,35.1,23.9,14.7,4.8,31.1,25.6
363,2.7,80.5,45.0,14.4,10.0,76779,13.2,31.9,14.1,10.5,4.872,14.2,96.8,16.7,10.8,35.1,25.8,13.0,11.0,22.0,43.2
364,2.4,84.5,27.6,16.3,22.1,50044,14.3,28.8,11.1,6.8,2.1488,10.4,88.0,9.4,11.7,32.0,26.4,14.8,3.0,35.2,18.0
365,2.8,62.7,36.0,21.2,8.7,73008,4.9,32.4,13.7,21.8,12.3606,31.2,88.2,2.3,8.0,35.7,24.8,17.2,6.5,26.4,33.3
366,3.9,70.3,32.2,24.9,8.5,66042,5.7,28.1,13.4,13.5,7.7355,19.1,86.6,2.0,12.2,33.6,25.8,15.0,5.7,30.7,28.7
367,2.2,62.2,36.6,21.0,8.4,78180,3.0,32.5,12.7,22.3,12.6664,30.9,90.8,2.1,8.5,34.8,24.7,17.9,9.9,23.9,36.0
368,3.3,72.0,30.3,25.5,9.4,70867,4.1,29.0,12.2,14.5,8.265,22.2,91.3,1.5,12.2,32.9,25.9,16.3,8.4,32.2,27.8
369,2.1,64.7,36.3,22.8,10.1,84947,3.2,32.3,12.7,23.0,14.352,31.3,92.5,2.4,9.3,34.4,24.6,18.7,10.6,24.0,36.8
370,2.6,70.0,32.0,25.9,10.3,76116,5.0,28.5,12.8,14.4,7.5312,23.8,90.7,1.6,12.0,32.2,25.0,18.0,9.7,29.7,30.1
371,3.5,78.7,33.0,18.6,13.4,48523,13.6,31.2,16.3,4.5,1.7325,7.8,86.8,0.4,10.4,30.8,25.4,15.6,3.3,29.4,23.1
372,3.3,79.2,33.8,18.1,12.5,47234,13.6,31.1,17.4,7.4,2.5752,13.0,87.2,1.0,13.8,33.5,23.0,13.2,3.1,26.9,27.3
373,3.1,79.0,32.7,18.8,13.2,52199,10.6,32.0,17.9,4.1,1.8163,8.2,89.5,0.4,10.7,30.2,25.5,16.5,2.7,29.9,25.4
374,2.7,79.6,37.5,16.8,11.6,51294,9.6,33.3,16.4,7.6,2.698,13.6,89.9,0.9,14.0,33.8,22.4,13.9,3.6,25.6,30.1
375,2.3,81.2,34.5,16.5,12.7,56709,11.7,29.9,15.3,5.6,2.688,9.7,93.2,0.8,10.9,30.8,25.0,17.1,4.3,29.4,26.0
376,2.7,78.2,36.5,16.6,13.2,54462,10.5,33.5,18.2,6.4,2.4704,12.2,94.4,0.6,14.6,33.6,22.5,14.7,4.0,26.1,29.6
377,8.5,68.3,34.4,20.4,12.3,48557,10.0,37.0,11.4,6.6,3.3792,11.3,81.2,51.1,9.9,32.3,26.9,14.7,3.4,28.6,27.8
378,9.5,75.1,28.7,20.5,16.9,45505,11.1,35.2,11.3,6.9,3.588,13.4,78.2,55.6,13.2,31.5,27.8,13.8,2.2,29.6,22.7
379,5.3,75.2,31.5,18.1,15.4,60637,11.7,28.8,8.5,21.5,11.5885,40.1,85.9,4.2,31.1,33.6,26.2,13.7,5.1,30.8,26.2
380,6.1,56.7,24.8,23.1,22.2,43947,21.5,31.5,11.4,34.1,11.3894,68.8,78.0,4.8,70.6,40.4,21.3,8.8,2.3,26.2,21.6
381,3.9,53.6,49.4,14.0,8.4,71833,10.0,47.1,15.8,20.8,11.8144,32.4,88.2,2.7,19.0,43.7,23.5,11.8,11.2,18.4,53.0
382,3.4,79.7,48.2,11.5,8.6,88574,5.5,26.4,9.8,15.2,9.3176,20.8,93.4,2.8,9.5,29.2,30.6,13.9,14.4,17.2,50.9
383,7.9,47.0,43.9,19.3,10.0,51311,12.4,47.8,19.1,13.6,6.0248,22.1,80.9,49.7,14.8,41.7,22.8,11.4,8.0,20.9,39.4
384,5.4,80.8,32.8,16.6,16.9,64560,13.0,29.9,12.8,29.1,12.9204,43.8,90.6,4.1,28.6,36.0,25.9,12.1,4.5,24.8,32.6
385,4.4,59.3,48.6,14.6,9.1,64804,9.0,41.9,13.1,25.9,16.3688,34.9,87.8,9.2,10.8,34.2,26.8,15.9,9.9,18.0,52.8
386,4.1,74.7,42.8,16.5,11.7,74174,10.5,27.4,12.9,24.8,12.7472,36.3,89.2,6.5,23.2,31.5,27.2,13.2,12.6,21.9,44.0
387,4.8,81.8,36.3,15.9,16.4,67898,10.8,26.9,12.0,18.3,8.3814,30.7,91.0,12.0,26.6,35.7,25.2,9.7,6.0,23.4,35.0
388,4.5,82.5,31.9,19.7,15.5,44940,8.3,37.0,11.9,2.0,1.014,3.8,76.6,16.8,3.4,32.3,27.3,15.5,2.1,32.3,20.9
389,4.3,77.5,36.9,19.9,11.8,47026,7.1,42.0,19.9,4.7,1.6027,6.9,84.0,11.7,3.4,35.6,24.5,15.1,2.8,30.9,29.8
390,3.7,80.9,40.9,14.6,9.6,86124,5.0,25.1,9.7,9.5,5.547999999999999,14.6,92.0,3.0,11.9,29.8,29.2,12.5,9.1,23.0,39.2
391,4.7,82.1,28.6,18.3,19.9,48615,7.9,33.7,13.3,1.6,0.7904,3.3,78.5,4.3,2.4,30.0,27.4,17.3,2.1,35.9,18.2
392,5.4,84.2,32.0,17.4,18.2,54155,7.4,33.9,13.0,4.9,2.4353,8.5,85.5,4.0,8.4,30.3,27.8,16.6,2.7,34.5,21.8
393,5.3,82.1,28.0,19.5,19.9,44735,8.0,38.0,13.3,5.0,2.11,9.0,79.2,11.1,9.2,30.7,26.3,17.3,1.9,34.9,18.4
394,3.6,83.7,40.0,15.9,12.6,58821,5.7,34.8,12.8,3.5,1.5819999999999999,5.2,85.0,3.4,2.7,30.9,27.6,16.8,4.1,30.7,32.0
395,6.2,69.1,34.0,21.0,13.5,50523,5.5,39.9,10.2,7.5,3.8625,12.2,87.0,50.0,10.4,32.0,27.8,15.6,4.2,26.5,28.9
396,8.1,70.6,29.7,21.2,17.5,48417,6.9,37.0,11.9,7.5,3.8175,14.2,86.6,57.0,14.0,31.7,26.2,14.8,2.2,27.6,23.3
397,4.7,74.0,31.0,18.0,16.2,66270,8.0,30.0,9.7,21.0,11.067,40.1,88.8,5.3,33.1,32.1,27.4,13.6,6.2,30.4,26.9
398,2.7,53.5,50.6,14.4,8.7,80269,6.2,47.7,14.9,22.0,12.43,34.0,91.8,2.5,19.3,44.4,22.8,12.5,13.3,17.4,54.7
399,2.7,76.9,47.4,12.2,8.1,97387,4.7,29.0,10.4,14.7,9.3786,19.8,94.0,2.6,9.3,29.4,30.4,14.7,16.6,16.2,52.2
400,6.0,45.9,44.4,18.4,11.1,54147,7.8,49.9,17.1,13.8,5.6442,22.9,86.2,47.2,16.6,42.0,23.3,12.0,9.2,23.5,40.7
401,3.5,80.3,34.8,16.4,15.8,67745,8.5,30.8,12.2,28.2,13.1976,43.5,92.8,4.6,29.4,34.7,26.2,12.7,5.0,26.0,32.6
402,2.6,58.9,50.1,15.3,8.7,67084,6.0,41.5,11.5,25.3,15.0282,35.0,91.2,10.0,10.8,32.7,26.8,16.7,11.4,16.0,53.2
403,3.5,75.6,41.7,16.8,12.5,74971,8.0,29.4,11.6,24.5,11.8825,35.7,93.1,6.8,22.5,32.1,26.5,14.2,13.1,21.4,44.1
404,3.4,80.9,36.4,16.3,14.8,72198,7.0,29.2,10.6,18.4,8.3536,31.8,92.4,10.6,27.0,34.5,25.3,11.8,7.0,22.7,36.0
405,4.0,83.1,31.3,19.8,15.8,47430,5.7,37.0,13.9,2.8,1.3719999999999999,5.2,85.3,17.0,3.4,31.8,27.1,16.4,2.6,30.8,24.0
406,3.5,78.6,38.3,18.3,12.7,49758,4.1,41.6,17.9,5.0,1.68,7.5,89.0,11.1,3.4,34.9,25.5,15.5,3.7,30.0,30.3
407,3.4,81.9,42.4,13.4,11.8,90345,4.1,23.7,11.8,10.1,6.0802,15.1,95.1,3.5,12.6,29.9,28.8,12.6,11.7,21.6,42.1
408,4.1,83.3,30.8,18.4,18.0,57182,4.4,31.3,14.9,4.9,2.5333,8.6,89.2,3.4,9.3,30.3,27.5,17.7,3.4,33.5,22.1
409,4.7,81.5,27.7,20.2,19.5,45360,5.0,38.7,13.7,4.5,1.6245,9.1,84.8,11.7,9.4,30.4,26.7,17.8,1.9,33.8,18.7
410,3.2,84.7,38.4,16.4,11.7,60857,3.3,32.8,10.9,4.0,1.6,4.7,88.2,4.1,2.8,30.2,26.8,17.8,4.9,30.4,31.7
411,4.1,83.4,29.4,18.9,22.5,47853,5.8,39.5,12.7,4.5,1.7865,9.0,87.4,11.8,8.8,30.6,26.3,18.7,2.0,34.6,19.5
412,6.0,72.4,29.5,21.6,20.4,49210,7.6,37.0,10.2,8.2,3.9278,15.8,89.8,56.7,14.9,31.4,25.3,16.0,2.9,30.5,22.6
413,2.7,79.3,35.3,16.0,17.8,72089,9.7,29.3,11.1,29.5,14.8385,46.9,94.7,5.4,30.1,35.4,24.9,13.8,6.3,23.8,34.4
414,2.9,58.5,53.2,15.0,8.5,74614,6.4,42.2,12.4,25.0,15.075,34.1,93.5,9.4,11.2,32.0,26.3,17.4,14.1,15.0,57.0
415,3.1,75.5,43.8,14.7,14.3,82099,8.4,29.4,11.8,25.7,13.8523,38.7,94.2,6.2,23.8,31.9,26.3,15.5,15.9,20.6,46.7
416,3.6,83.6,33.9,21.8,15.4,50556,5.9,38.3,13.2,2.5,1.1575,4.1,88.5,17.1,3.2,31.7,26.7,17.2,3.5,29.8,23.7
417,3.0,84.3,31.4,18.1,20.0,61773,5.4,34.5,10.8,5.5,2.7555,10.1,91.7,3.7,10.3,30.0,27.8,18.1,4.3,32.9,24.3
418,2.1,84.3,40.1,15.9,13.6,65362,4.0,34.2,11.8,3.9,2.0826,5.4,90.9,4.3,3.0,29.5,26.2,19.1,5.9,29.9,33.4
419,4.2,74.7,32.4,19.4,16.8,66862,7.9,29.6,8.3,20.5,11.6645,40.8,89.5,5.0,32.4,32.3,26.4,15.4,8.2,29.3,28.4
420,2.5,81.1,43.3,12.8,11.1,94403,3.6,23.1,10.4,9.4,5.5648,14.8,96.2,3.8,13.1,29.7,28.3,13.9,12.9,23.1,42.0
421,3.3,77.4,35.2,16.8,18.4,79003,8.3,28.6,13.4,19.8,9.1872,33.3,94.5,10.6,29.1,33.7,26.2,12.4,9.4,23.8,35.3
422,4.2,56.4,29.2,22.2,19.0,55305,14.7,33.8,9.5,30.3,12.2109,65.6,89.1,4.1,67.7,40.4,23.0,10.3,4.8,29.8,25.9
423,3.2,78.8,38.8,19.5,13.5,51401,5.0,42.1,16.6,5.7,2.0976,8.0,90.8,11.0,3.7,35.3,23.8,15.9,4.1,30.9,30.0
424,3.1,81.9,31.8,18.5,19.9,53042,6.3,33.3,12.4,1.8,0.9612,4.3,86.7,4.5,2.7,29.3,26.6,19.4,2.7,34.2,19.9
425,6.2,68.0,36.0,20.7,14.1,55969,7.8,39.3,10.3,8.0,3.84,13.6,90.4,50.1,10.7,32.7,26.8,16.0,5.0,27.0,29.8
426,2.7,53.6,53.4,12.8,8.3,87326,7.1,46.4,14.3,22.1,13.1274,33.3,93.3,3.1,18.7,43.7,23.4,12.8,16.6,17.1,55.9
427,2.3,77.2,49.6,11.7,9.1,101493,4.1,26.1,9.1,15.2,9.4088,20.8,95.6,2.4,10.1,28.5,29.5,16.3,18.0,16.9,53.1
428,5.7,45.3,47.6,16.2,11.4,56166,7.4,52.2,16.4,13.7,6.2609,22.4,90.2,45.7,17.6,41.6,23.2,13.6,11.1,23.1,42.1
429,6.2,85.3,31.8,19.0,16.4,51887,11.4,31.1,12.8,6.1,3.4648,11.2,85.2,19.4,15.0,31.9,27.1,14.6,2.6,34.6,22.0
430,4.3,81.7,28.7,17.4,24.1,47178,14.3,32.0,13.2,5.3,1.5582,10.9,81.2,6.8,9.1,31.4,26.0,14.7,2.3,37.3,21.0
431,4.1,82.0,30.3,15.9,22.9,50078,14.0,30.7,13.8,4.2,1.89,9.9,83.0,6.0,5.8,31.4,25.8,14.3,2.5,34.1,22.9
432,3.9,82.2,32.5,15.9,19.8,51370,11.1,33.3,17.0,5.2,1.8148,7.3,86.7,3.7,5.9,33.5,25.5,14.2,2.4,34.7,24.6
433,3.6,83.6,47.4,13.7,9.9,63471,8.3,33.0,14.4,5.4,2.4786,7.1,89.5,7.5,3.8,32.8,26.4,13.6,7.6,22.7,43.9
434,4.1,83.8,30.9,18.0,20.8,47327,10.9,32.5,14.8,2.4,0.7559999999999999,3.5,81.7,2.9,2.2,31.1,27.3,16.2,2.4,39.7,20.4
435,6.8,81.3,28.4,19.8,17.8,39238,15.7,42.0,16.3,9.2,2.4656,13.4,80.6,29.8,11.0,36.9,24.3,10.5,1.4,32.6,21.8
436,3.5,85.9,29.1,17.9,20.4,45635,10.8,34.8,13.6,1.9,0.9595,3.3,80.9,4.1,1.9,31.4,27.0,16.0,2.0,38.6,19.2
437,4.3,82.8,35.1,15.9,16.2,50321,10.8,34.4,15.3,3.7,1.4578,4.8,84.5,2.9,3.2,33.1,26.1,14.6,2.2,34.4,25.2
438,3.6,84.0,30.1,19.0,17.5,56370,6.5,33.3,13.0,5.7,3.2832,12.1,87.7,18.7,15.6,31.9,26.8,15.6,3.5,34.9,22.6
439,3.9,81.4,28.3,16.4,24.4,51292,11.0,32.8,13.0,5.9,2.2715,11.5,83.9,7.0,9.4,30.8,25.8,15.4,2.7,36.5,20.8
440,2.9,81.6,29.7,15.8,23.9,51453,9.7,33.6,16.2,4.5,1.944,10.2,88.4,6.3,6.0,31.1,25.8,14.9,2.8,33.7,22.8
441,3.1,83.1,33.6,16.2,18.9,53996,7.2,34.7,18.2,5.8,2.1692,8.3,90.3,4.5,6.1,33.3,25.5,14.8,3.1,35.1,26.0
442,2.5,84.2,46.9,14.1,10.3,67461,6.2,35.4,13.3,6.2,3.2426,8.1,91.6,7.4,5.0,32.7,26.4,14.4,8.3,23.1,45.0
443,2.8,84.4,31.1,17.3,19.7,51033,8.6,32.8,14.0,2.8,0.6104,3.8,86.4,2.7,2.5,30.8,27.0,16.9,2.6,39.5,20.7
444,4.2,83.0,30.0,18.8,17.1,41429,9.7,43.9,13.4,9.7,2.3765,14.6,85.6,30.6,10.6,36.1,24.2,11.0,2.1,31.6,23.5
445,2.6,84.7,30.8,17.4,19.9,50261,7.6,34.5,14.6,2.5,1.3325,4.2,86.1,3.9,2.3,30.8,27.0,16.7,2.1,36.2,21.3
446,3.1,82.6,34.8,17.1,15.6,55078,6.6,34.1,14.4,4.0,1.604,5.9,89.5,2.6,3.4,33.3,26.0,15.2,3.6,33.8,26.3
447,2.3,81.5,35.4,16.0,19.7,59033,6.9,33.1,16.8,5.6,1.8368,8.2,94.0,4.1,6.4,32.7,25.3,15.4,3.4,32.1,27.9
448,2.8,85.2,31.9,17.7,22.1,52785,7.4,36.5,15.9,2.2,0.8382,3.9,89.5,4.8,2.6,31.3,26.5,17.3,3.0,37.0,21.8
449,2.2,82.9,48.4,13.5,11.2,70977,5.9,32.6,14.4,6.7,3.2562,8.3,93.7,8.6,4.8,32.8,26.1,14.8,9.8,22.4,46.0
450,3.4,84.6,31.7,18.5,19.1,56794,6.5,35.1,12.5,5.8,3.4452,12.1,89.9,18.2,15.9,31.2,26.9,16.5,3.7,37.6,23.7
451,2.4,82.2,30.0,15.9,25.2,56051,10.2,33.2,13.0,4.7,2.2936,11.5,89.6,6.2,6.2,31.4,25.2,15.4,3.1,32.9,24.0
452,2.4,84.4,32.5,17.2,20.9,52777,7.4,34.7,14.8,3.1,0.9796,4.4,89.4,2.9,2.8,30.8,26.8,17.7,2.7,38.1,22.3
453,2.7,82.2,37.0,16.9,16.0,56522,7.5,34.0,15.5,3.9,1.5873,5.2,90.8,2.9,3.4,33.3,25.4,15.9,3.6,32.9,27.9
454,2.6,81.1,30.9,15.0,24.6,54263,10.8,33.6,13.2,5.8,2.3896,13.0,89.6,6.9,10.2,31.0,25.1,16.4,3.2,34.8,23.6
455,4.5,82.2,30.4,17.5,20.5,44558,11.8,44.5,15.3,9.6,2.7744,13.6,88.1,30.9,11.5,36.3,23.4,12.2,2.0,31.3,25.0
456,2.7,81.1,33.6,15.5,17.6,55648,5.3,34.2,13.6,3.7,1.3949,5.0,83.6,3.5,3.7,30.7,26.5,16.5,3.0,33.7,26.0
457,3.2,78.8,34.9,16.9,16.8,51019,6.6,36.9,14.7,4.9,1.8081,7.3,83.2,3.8,5.2,31.9,26.4,15.8,3.0,32.2,28.2
458,3.3,82.6,38.2,15.8,12.2,59460,6.0,33.7,16.0,6.4,2.6176,8.9,87.7,4.0,6.6,33.4,25.8,13.5,4.8,28.4,32.2
459,2.8,80.5,33.3,16.8,18.1,49623,6.7,37.0,15.6,4.6,1.1546,7.6,83.1,1.3,6.5,29.8,26.3,17.5,2.6,32.8,23.9
460,2.6,81.0,34.1,16.3,17.2,57402,4.2,35.8,14.1,3.9,1.716,6.1,87.8,3.8,3.8,30.9,26.3,17.1,3.8,32.7,27.1
461,2.6,80.1,35.1,17.2,17.5,52150,4.4,37.0,14.5,4.8,1.7904,7.3,86.2,4.5,5.4,32.2,25.6,16.4,3.2,33.1,28.5
462,3.0,83.7,40.2,16.1,11.4,62323,4.2,35.8,16.9,6.5,2.795,9.3,91.1,4.3,6.7,33.0,25.7,14.0,5.6,26.6,33.1
463,2.4,80.0,34.4,15.9,17.6,53335,4.2,36.5,14.0,5.1,1.53,8.0,87.0,1.6,6.9,30.0,25.9,18.1,3.1,32.4,24.6
464,2.5,83.7,40.6,15.5,13.5,66630,4.7,35.9,16.0,7.5,2.985,11.1,92.9,4.3,7.0,33.2,24.8,14.6,6.2,26.8,34.7
465,2.7,80.5,35.9,18.0,18.3,55239,5.4,37.5,14.7,5.5,2.046,8.4,89.8,4.2,5.9,31.9,25.0,17.2,4.8,31.9,28.5
466,2.2,82.4,34.0,17.0,19.0,59788,3.6,37.2,13.3,4.1,1.5744,6.7,90.0,4.3,4.2,30.6,25.3,17.9,4.2,32.8,27.1
467,2.3,79.3,34.2,15.9,18.6,56622,5.1,37.0,12.9,4.9,1.9796,8.9,89.3,1.7,7.1,30.6,24.8,18.6,3.4,32.3,25.1
468,3.3,79.2,32.0,17.5,17.0,47985,10.0,35.0,18.2,7.9,2.6623,14.5,83.4,3.1,15.5,32.9,23.7,15.5,2.7,29.5,24.3
469,3.3,81.5,35.7,16.7,14.6,49435,9.7,36.0,17.9,3.0,1.071,5.0,83.2,4.8,6.3,32.2,25.6,15.5,2.0,31.0,27.5
470,3.4,84.6,43.5,15.6,10.0,64949,9.8,32.3,15.9,10.1,3.8582,14.0,91.1,8.6,11.6,33.7,25.5,12.5,7.8,18.4,45.1
471,3.6,83.1,35.9,17.0,14.4,51538,11.5,34.0,14.0,7.0,3.01,11.5,82.1,7.1,11.8,32.2,25.4,14.2,3.4,27.7,28.3
472,2.9,80.0,32.2,18.2,16.0,48156,9.5,36.6,17.6,8.0,2.728,14.5,86.3,3.0,15.8,33.1,23.3,15.8,2.1,29.2,23.9
473,2.7,81.3,36.1,18.1,15.1,51778,7.7,36.9,16.6,3.1,1.2183,5.3,86.9,4.9,6.4,31.6,25.5,16.6,3.0,31.3,29.2
474,2.9,83.8,46.6,14.3,9.6,71562,8.2,32.5,15.3,10.5,4.368,15.5,93.6,8.3,11.9,33.3,25.7,13.2,9.0,18.1,47.3
475,3.2,83.5,35.8,17.3,14.1,52054,9.6,36.2,14.5,6.5,2.7689999999999997,11.2,86.9,6.5,12.3,31.8,25.1,14.8,3.3,27.1,29.4
476,2.3,80.3,33.1,17.4,18.1,50240,8.2,37.7,15.4,7.5,2.985,14.1,90.6,3.3,16.3,32.8,23.3,16.6,2.6,27.6,26.0
477,2.3,84.3,45.6,14.0,11.1,76385,8.9,33.0,15.2,10.5,4.053,15.1,95.3,8.0,12.4,33.5,25.2,14.1,10.4,17.7,47.5
478,2.6,80.9,36.9,17.8,15.1,52133,7.7,36.9,17.0,3.4,1.3396,5.8,90.1,4.8,6.8,31.8,24.7,17.3,3.4,30.6,30.0
479,2.8,82.1,35.7,17.5,16.5,55392,10.2,36.1,17.4,7.2,3.096,11.9,92.1,7.2,12.5,31.7,24.7,15.8,3.8,26.6,29.9
